Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21098954-1),°C,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21038284-1),°C,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
07/27/2023,14:26:00 -0300,0,,,187,,379,,,,,,,,,,26,,,,
07/27/2023,14:28:00 -0300,0,,,192,,386,,,,,,,,,,28,,,,
07/27/2023,14:29:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,14:30:00 -0300,0,,,192,,399,,,,,,,,,,29,,,,
07/27/2023,14:32:00 -0300,0,,,188,,418,,,,,,,,,,29,,,,
07/27/2023,14:34:00 -0300,0,,,184,,423,4.322,,,,,,,,,29,,,,
07/27/2023,14:36:00 -0300,0,,,180,,429,,,,,,,,,,29,,,,
07/27/2023,14:38:00 -0300,0,,,191,,451,,,,,,,,,,23,,,,
07/27/2023,14:39:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,14:40:00 -0300,0,,,198,,443,,,,,,,,,,25,,,,
07/27/2023,14:42:00 -0300,0,,,198,,443,,,,,,,,,,23,,,,
07/27/2023,14:44:00 -0300,0,,,198,,458,4.338,,,,,,,,,20,,,,
07/27/2023,14:46:00 -0300,0,,,199,,464,,,,,,,,,,24,,,,
07/27/2023,14:48:00 -0300,0,,,198,,499,,,,,,,,,,29,,,,
07/27/2023,14:49:00 -0300,,,,,,,4.31,,,,,,,,,,,,,
07/27/2023,14:50:00 -0300,0,,,190,,522,,,,,,,,,,31,,,,
07/27/2023,14:52:00 -0300,0,,,205,,462,,,,,,,,,,25,,,,
07/27/2023,14:54:00 -0300,0,,,198,,404,4.328,,,,,,,,,29,,,,
07/27/2023,14:56:00 -0300,0,,,202,,347,,,,,,,,,,31,,,,
07/27/2023,14:58:00 -0300,0,,,197,,412,,,,,,,,,,32,,,,
07/27/2023,14:59:00 -0300,,,,,,,4.308,,,,,,,,,,,,,
07/27/2023,15:00:00 -0300,0,,,194,,351,,,,,,,,,,29,,,,
07/27/2023,15:02:00 -0300,0,,,195,,444,,,,,,,,,,28,,,,
07/27/2023,15:04:00 -0300,0,,,201,,567,4.313,,,,,,,,,31,,,,
07/27/2023,15:06:00 -0300,0,,,194,,469,,,,,,,,,,30,,,,
07/27/2023,15:08:00 -0300,0,,,194,,359,,,,,,,,,,24,,,,
07/27/2023,15:09:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/27/2023,15:10:00 -0300,0,,,197,,353,,,,,,,,,,29,,,,
07/27/2023,15:12:00 -0300,0,,,198,,374,,,,,,,,,,31,,,,
07/27/2023,15:14:00 -0300,0,,,194,,383,4.302,,,,,,,,,26,,,,
07/27/2023,15:16:00 -0300,0,,,192,,367,,,,,,,,,,29,,,,
07/27/2023,15:18:00 -0300,0,,,190,,361,,,,,,,,,,31,,,,
07/27/2023,15:19:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/27/2023,15:20:00 -0300,0,,,185,,371,,,,,,,,,,31,,,,
07/27/2023,15:22:00 -0300,0,,,187,,377,,,,,,,,,,28,,,,
07/27/2023,15:24:00 -0300,0,,,178,,381,4.314,,,,,,,,,38,,,,
07/27/2023,15:26:00 -0300,0,,,201,,378,,,,,,,,,,34,,,,
07/27/2023,15:28:00 -0300,0,,,195,,343,,,,,,,,,,30,,,,
07/27/2023,15:29:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,15:30:00 -0300,0,,,201,,318,,,,,,,,,,30,,,,
07/27/2023,15:32:00 -0300,0,,,199,,299,,,,,,,,,,28,,,,
07/27/2023,15:34:00 -0300,0,,,188,,291,4.313,,,,,,,,,24,,,,
07/27/2023,15:36:00 -0300,0,,,192,,284,,,,,,,,,,23,,,,
07/27/2023,15:38:00 -0300,0,,,188,,277,,,,,,,,,,25,,,,
07/27/2023,15:39:00 -0300,,,,,,,4.314,,,,,,,,,,,,,
07/27/2023,15:40:00 -0300,0,,,192,,273,,,,,,,,,,34,,,,
07/27/2023,15:42:00 -0300,0,,,190,,267,,,,,,,,,,28,,,,
07/27/2023,15:44:00 -0300,0,,,183,,261,4.302,,,,,,,,,29,,,,
07/27/2023,15:46:00 -0300,0,,,180,,263,,,,,,,,,,28,,,,
07/27/2023,15:48:00 -0300,0,,,190,,259,,,,,,,,,,31,,,,
07/27/2023,15:49:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/27/2023,15:50:00 -0300,0,,,190,,256,,,,,,,,,,30,,,,
07/27/2023,15:52:00 -0300,0,,,197,,254,,,,,,,,,,29,,,,
07/27/2023,15:54:00 -0300,0,,,194,,256,4.314,,,,,,,,,30,,,,
07/27/2023,15:56:00 -0300,0,,,188,,257,,,,,,,,,,32,,,,
07/27/2023,15:58:00 -0300,0,,,185,,269,,,,,,,,,,32,,,,
07/27/2023,15:59:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,16:00:00 -0300,0,,,184,,298,,,,,,,,,,29,,,,
07/27/2023,16:02:00 -0300,0,,,187,,322,,,,,,,,,,34,,,,
07/27/2023,16:04:00 -0300,0,,,181,,333,4.314,,,,,,,,,30,,,,
07/27/2023,16:06:00 -0300,0,,,187,,336,,,,,,,,,,29,,,,
07/27/2023,16:08:00 -0300,0,,,183,,331,,,,,,,,,,24,,,,
07/27/2023,16:09:00 -0300,,,,,,,4.314,,,,,,,,,,,,,
07/27/2023,16:10:00 -0300,0,,,183,,363,,,,,,,,,,24,,,,
07/27/2023,16:12:00 -0300,0,,,187,,362,,,,,,,,,,25,,,,
07/27/2023,16:14:00 -0300,0,,,187,,433,4.304,,,,,,,,,25,,,,
07/27/2023,16:16:00 -0300,0,,,183,,314,,,,,,,,,,30,,,,
07/27/2023,16:18:00 -0300,0,,,181,,289,,,,,,,,,,25,,,,
07/27/2023,16:19:00 -0300,,,,,,,4.295,,,,,,,,,,,,,
07/27/2023,16:20:00 -0300,0,,,181,,284,,,,,,,,,,35,,,,
07/27/2023,16:22:00 -0300,0,,,184,,284,,,,,,,,,,30,,,,
07/27/2023,16:24:00 -0300,0,,,185,,281,4.314,,,,,,,,,24,,,,
07/27/2023,16:26:00 -0300,0,,,180,,266,,,,,,,,,,25,,,,
07/27/2023,16:28:00 -0300,0,,,185,,253,,,,,,,,,,28,,,,
07/27/2023,16:29:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,16:30:00 -0300,0,,,180,,249,,,,,,,,,,28,,,,
07/27/2023,16:32:00 -0300,0,,,185,,251,,,,,,,,,,24,,,,
07/27/2023,16:34:00 -0300,0,,,181,,256,4.311,,,,,,,,,28,,,,
07/27/2023,16:36:00 -0300,0,,,177,,256,,,,,,,,,,29,,,,
07/27/2023,16:38:00 -0300,0,,,191,,252,,,,,,,,,,25,,,,
07/27/2023,16:39:00 -0300,,,,,,,4.31,,,,,,,,,,,,,
07/27/2023,16:40:00 -0300,0,,,183,,247,,,,,,,,,,22,,,,
07/27/2023,16:42:00 -0300,0,,,185,,243,,,,,,,,,,25,,,,
07/27/2023,16:44:00 -0300,0,,,185,,233,4.302,,,,,,,,,22,,,,
07/27/2023,16:46:00 -0300,0,,,185,,221,,,,,,,,,,24,,,,
07/27/2023,16:48:00 -0300,0,,,184,,212,,,,,,,,,,28,,,,
07/27/2023,16:49:00 -0300,,,,,,,4.319,,,,,,,,,,,,,
07/27/2023,16:50:00 -0300,0,,,184,,201,,,,,,,,,,31,,,,
07/27/2023,16:52:00 -0300,0,,,184,,197,,,,,,,,,,26,,,,
07/27/2023,16:54:00 -0300,0,,,190,,193,4.299,,,,,,,,,24,,,,
07/27/2023,16:56:00 -0300,0,,,188,,189,,,,,,,,,,24,,,,
07/27/2023,16:58:00 -0300,0,,,181,,188,,,,,,,,,,22,,,,
07/27/2023,16:59:00 -0300,,,,,,,4.326,,,,,,,,,,,,,
07/27/2023,17:00:00 -0300,0,,,188,,176,,,,,,,,,,25,,,,
07/27/2023,17:02:00 -0300,0,,,197,,164,,,,,,,,,,31,,,,
07/27/2023,17:04:00 -0300,0,,,190,,161,4.298,,,,,,,,,35,,,,
07/27/2023,17:06:00 -0300,0,,,188,,157,,,,,,,,,,36,,,,
07/27/2023,17:08:00 -0300,0,,,197,,157,,,,,,,,,,26,,,,
07/27/2023,17:09:00 -0300,,,,,,,4.316,,,,,,,,,,,,,
07/27/2023,17:10:00 -0300,0,,,183,,157,,,,,,,,,,28,,,,
07/27/2023,17:12:00 -0300,0,,,198,,158,,,,,,,,,,29,,,,
07/27/2023,17:14:00 -0300,0,,,187,,162,4.304,,,,,,,,,24,,,,
07/27/2023,17:16:00 -0300,0,,,183,,163,,,,,,,,,,23,,,,
07/27/2023,17:18:00 -0300,0,,,191,,168,,,,,,,,,,30,,,,
07/27/2023,17:19:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/27/2023,17:20:00 -0300,0,,,184,,171,,,,,,,,,,24,,,,
07/27/2023,17:22:00 -0300,0,,,187,,183,,,,,,,,,,24,,,,
07/27/2023,17:24:00 -0300,0,,,184,,192,4.313,,,,,,,,,23,,,,
07/27/2023,17:26:00 -0300,0,,,191,,192,,,,,,,,,,24,,,,
07/27/2023,17:28:00 -0300,0,,,185,,196,,,,,,,,,,25,,,,
07/27/2023,17:29:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,17:30:00 -0300,0,,,188,,199,,,,,,,,,,23,,,,
07/27/2023,17:32:00 -0300,0,,,184,,194,,,,,,,,,,24,,,,
07/27/2023,17:34:00 -0300,0,,,190,,184,4.32,,,,,,,,,24,,,,
07/27/2023,17:36:00 -0300,0,,,185,,173,,,,,,,,,,23,,,,
07/27/2023,17:38:00 -0300,0,,,177,,164,,,,,,,,,,25,,,,
07/27/2023,17:39:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/27/2023,17:40:00 -0300,0,,,181,,162,,,,,,,,,,19,,,,
07/27/2023,17:42:00 -0300,0,,,188,,162,,,,,,,,,,19,,,,
07/27/2023,17:44:00 -0300,0,,,187,,162,4.35,,,,,,,,,25,,,,
07/27/2023,17:46:00 -0300,0,,,190,,157,,,,,,,,,,26,,,,
07/27/2023,17:48:00 -0300,0,,,184,,146,,,,,,,,,,20,,,,
07/27/2023,17:49:00 -0300,,,,,,,4.307,,,,,,,,,,,,,
07/27/2023,17:50:00 -0300,0,,,183,,132,,,,,,,,,,25,,,,
07/27/2023,17:52:00 -0300,0,,,183,,122,,,,,,,,,,28,,,,
07/27/2023,17:54:00 -0300,0,,,190,,116,4.317,,,,,,,,,25,,,,
07/27/2023,17:56:00 -0300,0,,,187,,111,,,,,,,,,,23,,,,
07/27/2023,17:58:00 -0300,0,,,184,,104,,,,,,,,,,28,,,,
07/27/2023,17:59:00 -0300,,,,,,,4.305,,,,,,,,,,,,,
07/27/2023,18:00:00 -0300,0,,,190,,103,,,,,,,,,,24,,,,
07/27/2023,18:02:00 -0300,0,,,188,,103,,,,,,,,,,25,,,,
07/27/2023,18:04:00 -0300,0,,,192,,107,4.304,,,,,,,,,22,,,,
07/27/2023,18:06:00 -0300,0,,,190,,116,,,,,,,,,,25,,,,
07/27/2023,18:08:00 -0300,0,,,188,,119,,,,,,,,,,30,,,,
07/27/2023,18:09:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/27/2023,18:10:00 -0300,0,,,181,,117,,,,,,,,,,29,,,,
07/27/2023,18:12:00 -0300,0,,,188,,114,,,,,,,,,,24,,,,
07/27/2023,18:14:00 -0300,0,,,190,,116,4.314,,,,,,,,,24,,,,
07/27/2023,18:16:00 -0300,0,,,188,,114,,,,,,,,,,24,,,,
07/27/2023,18:18:00 -0300,0,,,187,,107,,,,,,,,,,23,,,,
07/27/2023,18:19:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,18:20:00 -0300,0,,,187,,97,,,,,,,,,,24,,,,
07/27/2023,18:22:00 -0300,0,,,191,,87,,,,,,,,,,26,,,,
07/27/2023,18:24:00 -0300,0,,,185,,78,4.311,,,,,,,,,23,,,,
07/27/2023,18:26:00 -0300,0,,,183,,73,,,,,,,,,,29,,,,
07/27/2023,18:28:00 -0300,0,,,191,,73,,,,,,,,,,23,,,,
07/27/2023,18:29:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/27/2023,18:30:00 -0300,0,,,181,,74,,,,,,,,,,24,,,,
07/27/2023,18:32:00 -0300,0,,,191,,77,,,,,,,,,,22,,,,
07/27/2023,18:34:00 -0300,0,,,192,,78,4.302,,,,,,,,,22,,,,
07/27/2023,18:36:00 -0300,0,,,194,,73,,,,,,,,,,28,,,,
07/27/2023,18:38:00 -0300,0,,,187,,69,,,,,,,,,,19,,,,
07/27/2023,18:39:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,18:40:00 -0300,0,,,187,,71,,,,,,,,,,23,,,,
07/27/2023,18:42:00 -0300,0,,,185,,71,,,,,,,,,,26,,,,
07/27/2023,18:44:00 -0300,0,,,191,,67,4.32,,,,,,,,,31,,,,
07/27/2023,18:46:00 -0300,0,,,201,,64,,,,,,,,,,26,,,,
07/27/2023,18:48:00 -0300,0,,,197,,64,,,,,,,,,,29,,,,
07/27/2023,18:49:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/27/2023,18:50:00 -0300,0,,,187,,63,,,,,,,,,,23,,,,
07/27/2023,18:52:00 -0300,0,,,198,,59,,,,,,,,,,26,,,,
07/27/2023,18:54:00 -0300,0,,,188,,54,4.313,,,,,,,,,19,,,,
07/27/2023,18:56:00 -0300,0,,,195,,53,,,,,,,,,,25,,,,
07/27/2023,18:58:00 -0300,0,,,198,,54,,,,,,,,,,24,,,,
07/27/2023,18:59:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/27/2023,19:00:00 -0300,0,,,190,,54,,,,,,,,,,19,,,,
07/27/2023,19:02:00 -0300,0,,,194,,51,,,,,,,,,,20,,,,
07/27/2023,19:04:00 -0300,0,,,188,,51,4.304,,,,,,,,,19,,,,
07/27/2023,19:06:00 -0300,0,,,190,,51,,,,,,,,,,22,,,,
07/27/2023,19:08:00 -0300,0,,,191,,52,,,,,,,,,,19,,,,
07/27/2023,19:09:00 -0300,,,,,,,4.323,,,,,,,,,,,,,
07/27/2023,19:10:00 -0300,0,,,194,,52,,,,,,,,,,23,,,,
07/27/2023,19:12:00 -0300,0,,,187,,51,,,,,,,,,,22,,,,
07/27/2023,19:14:00 -0300,0,,,185,,48,4.302,,,,,,,,,19,,,,
07/27/2023,19:16:00 -0300,0,,,187,,47,,,,,,,,,,25,,,,
07/27/2023,19:18:00 -0300,0,,,191,,46,,,,,,,,,,23,,,,
07/27/2023,19:19:00 -0300,,,,,,,4.293,,,,,,,,,,,,,
07/27/2023,19:20:00 -0300,0,,,195,,43,,,,,,,,,,23,,,,
07/27/2023,19:22:00 -0300,0,,,192,,41,,,,,,,,,,23,,,,
07/27/2023,19:24:00 -0300,0,,,194,,37,4.308,,,,,,,,,19,,,,
07/27/2023,19:26:00 -0300,0,,,190,,36,,,,,,,,,,19,,,,
07/27/2023,19:28:00 -0300,0,,,183,,34,,,,,,,,,,23,,,,
07/27/2023,19:29:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/27/2023,19:30:00 -0300,0,,,190,,34,,,,,,,,,,18,,,,
07/27/2023,19:32:00 -0300,0,,,191,,32,,,,,,,,,,20,,,,
07/27/2023,19:34:00 -0300,0,,,190,,31,4.293,,,,,,,,,20,,,,
07/27/2023,19:36:00 -0300,0,,,185,,29,,,,,,,,,,23,,,,
07/27/2023,19:38:00 -0300,0,,,187,,29,,,,,,,,,,24,,,,
07/27/2023,19:39:00 -0300,,,,,,,4.307,,,,,,,,,,,,,
07/27/2023,19:40:00 -0300,0,,,183,,29,,,,,,,,,,23,,,,
07/27/2023,19:42:00 -0300,0,,,185,,28,,,,,,,,,,26,,,,
07/27/2023,19:44:00 -0300,0,,,190,,28,4.302,,,,,,,,,28,,,,
07/27/2023,19:46:00 -0300,0,,,194,,27,,,,,,,,,,26,,,,
07/27/2023,19:48:00 -0300,0,,,197,,26,,,,,,,,,,23,,,,
07/27/2023,19:49:00 -0300,,,,,,,4.292,,,,,,,,,,,,,
07/27/2023,19:50:00 -0300,0,,,190,,23,,,,,,,,,,20,,,,
07/27/2023,19:52:00 -0300,0,,,190,,21,,,,,,,,,,26,,,,
07/27/2023,19:54:00 -0300,0,,,197,,18,4.308,,,,,,,,,28,,,,
07/27/2023,19:56:00 -0300,0,,,190,,17,,,,,,,,,,23,,,,
07/27/2023,19:58:00 -0300,0,,,194,,17,,,,,,,,,,30,,,,
07/27/2023,19:59:00 -0300,,,,,,,4.302,,,,,,,,,,,,,
07/27/2023,20:00:00 -0300,0,,,194,,17,,,,,,,,,,29,,,,
07/27/2023,20:02:00 -0300,0,,,191,,17,,,,,,,,,,23,,,,
07/27/2023,20:04:00 -0300,0,,,190,,16,4.29,,,,,,,,,26,,,,
07/27/2023,20:06:00 -0300,0,,,190,,14,,,,,,,,,,26,,,,
07/27/2023,20:08:00 -0300,0,,,194,,13,,,,,,,,,,24,,,,
07/27/2023,20:09:00 -0300,,,,,,,4.305,,,,,,,,,,,,,
07/27/2023,20:10:00 -0300,0,,,192,,12,,,,,,,,,,25,,,,
07/27/2023,20:12:00 -0300,0,,,194,,12,,,,,,,,,,24,,,,
07/27/2023,20:14:00 -0300,0,,,192,,11,4.298,,,,,,,,,23,,,,
07/27/2023,20:16:00 -0300,0,,,195,,8,,,,,,,,,,23,,,,
07/27/2023,20:18:00 -0300,0,,,195,,8,,,,,,,,,,28,,,,
07/27/2023,20:19:00 -0300,,,,,,,4.29,,,,,,,,,,,,,
07/27/2023,20:20:00 -0300,0,,,197,,7,,,,,,,,,,23,,,,
07/27/2023,20:22:00 -0300,0,,,198,,7,,,,,,,,,,28,,,,
07/27/2023,20:24:00 -0300,0,,,198,,7,4.298,,,,,,,,,31,,,,
07/27/2023,20:26:00 -0300,0,,,194,,7,,,,,,,,,,28,,,,
07/27/2023,20:28:00 -0300,0,,,205,,6,,,,,,,,,,28,,,,
07/27/2023,20:29:00 -0300,,,,,,,4.298,,,,,,,,,,,,,
07/27/2023,20:30:00 -0300,0,,,192,,6,,,,,,,,,,25,,,,
07/27/2023,20:32:00 -0300,0,,,199,,6,,,,,,,,,,25,,,,
07/27/2023,20:34:00 -0300,0,,,197,,4,4.287,,,,,,,,,26,,,,
07/27/2023,20:36:00 -0300,0,,,202,,3,,,,,,,,,,23,,,,
07/27/2023,20:38:00 -0300,0,,,199,,3,,,,,,,,,,24,,,,
07/27/2023,20:39:00 -0300,,,,,,,4.289,,,,,,,,,,,,,
07/27/2023,20:40:00 -0300,0,,,202,,2,,,,,,,,,,28,,,,
07/27/2023,20:42:00 -0300,0,,,201,,2,,,,,,,,,,25,,,,
07/27/2023,20:44:00 -0300,0,,,197,,2,4.292,,,,,,,,,23,,,,
07/27/2023,20:46:00 -0300,0,,,195,,1,,,,,,,,,,24,,,,
07/27/2023,20:48:00 -0300,0,,,197,,1,,,,,,,,,,22,,,,
07/27/2023,20:49:00 -0300,,,,,,,4.287,,,,,,,,,,,,,
07/27/2023,20:50:00 -0300,0,,,197,,1,,,,,,,,,,24,,,,
07/27/2023,20:52:00 -0300,0,,,197,,1,,,,,,,,,,24,,,,
07/27/2023,20:54:00 -0300,0,,,191,,1,4.281,,,,,,,,,18,,,,
07/27/2023,20:56:00 -0300,0,,,185,,1,,,,,,,,,,25,,,,
07/27/2023,20:58:00 -0300,0,,,195,,1,,,,,,,,,,20,,,,
07/27/2023,20:59:00 -0300,,,,,,,4.283,,,,,,,,,,,,,
07/27/2023,21:00:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/27/2023,21:02:00 -0300,0,,,191,,1,,,,,,,,,,19,,,,
07/27/2023,21:04:00 -0300,0,,,194,,1,4.271,,,,,,,,,23,,,,
07/27/2023,21:06:00 -0300,0,,,185,,1,,,,,,,,,,16,,,,
07/27/2023,21:08:00 -0300,0,,,195,,1,,,,,,,,,,19,,,,
07/27/2023,21:09:00 -0300,,,,,,,4.275,,,,,,,,,,,,,
07/27/2023,21:10:00 -0300,0,,,194,,1,,,,,,,,,,26,,,,
07/27/2023,21:12:00 -0300,0,,,191,,1,,,,,,,,,,24,,,,
07/27/2023,21:14:00 -0300,0,,,185,,1,4.277,,,,,,,,,20,,,,
07/27/2023,21:16:00 -0300,0,,,195,,1,,,,,,,,,,24,,,,
07/27/2023,21:18:00 -0300,0,,,187,,1,,,,,,,,,,23,,,,
07/27/2023,21:19:00 -0300,,,,,,,4.268,,,,,,,,,,,,,
07/27/2023,21:20:00 -0300,0,,,190,,1,,,,,,,,,,24,,,,
07/27/2023,21:22:00 -0300,0,,,194,,1,,,,,,,,,,25,,,,
07/27/2023,21:24:00 -0300,0,,,191,,1,4.271,,,,,,,,,22,,,,
07/27/2023,21:26:00 -0300,0,,,198,,1,,,,,,,,,,23,,,,
07/27/2023,21:28:00 -0300,0,,,192,,1,,,,,,,,,,23,,,,
07/27/2023,21:29:00 -0300,,,,,,,4.274,,,,,,,,,,,,,
07/27/2023,21:30:00 -0300,0,,,192,,1,,,,,,,,,,20,,,,
07/27/2023,21:32:00 -0300,0,,,194,,1,,,,,,,,,,23,,,,
07/27/2023,21:34:00 -0300,0,,,192,,1,4.266,,,,,,,,,22,,,,
07/27/2023,21:36:00 -0300,0,,,194,,1,,,,,,,,,,22,,,,
07/27/2023,21:38:00 -0300,0,,,192,,1,,,,,,,,,,26,,,,
07/27/2023,21:39:00 -0300,,,,,,,4.269,,,,,,,,,,,,,
07/27/2023,21:40:00 -0300,0,,,194,,1,,,,,,,,,,23,,,,
07/27/2023,21:42:00 -0300,0,,,187,,1,,,,,,,,,,25,,,,
07/27/2023,21:44:00 -0300,0,,,187,,1,4.272,,,,,,,,,20,,,,
07/27/2023,21:46:00 -0300,0,,,188,,1,,,,,,,,,,20,,,,
07/27/2023,21:48:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/27/2023,21:49:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/27/2023,21:50:00 -0300,0,,,187,,1,,,,,,,,,,19,,,,
07/27/2023,21:52:00 -0300,0,,,194,,1,,,,,,,,,,22,,,,
07/27/2023,21:54:00 -0300,0,,,194,,1,4.266,,,,,,,,,22,,,,
07/27/2023,21:56:00 -0300,0,,,192,,1,,,,,,,,,,24,,,,
07/27/2023,21:58:00 -0300,0,,,191,,1,,,,,,,,,,23,,,,
07/27/2023,21:59:00 -0300,,,,,,,4.269,,,,,,,,,,,,,
07/27/2023,22:00:00 -0300,0,,,187,,1,,,,,,,,,,22,,,,
07/27/2023,22:02:00 -0300,0,,,197,,1,,,,,,,,,,22,,,,
07/27/2023,22:04:00 -0300,0,,,191,,1,4.263,,,,,,,,,24,,,,
07/27/2023,22:06:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/27/2023,22:08:00 -0300,0,,,192,,1,,,,,,,,,,23,,,,
07/27/2023,22:09:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/27/2023,22:10:00 -0300,0,,,194,,1,,,,,,,,,,22,,,,
07/27/2023,22:12:00 -0300,0,,,195,,1,,,,,,,,,,26,,,,
07/27/2023,22:14:00 -0300,0,,,181,,1,4.268,,,,,,,,,22,,,,
07/27/2023,22:16:00 -0300,0,,,192,,1,,,,,,,,,,18,,,,
07/27/2023,22:18:00 -0300,0,,,190,,1,,,,,,,,,,25,,,,
07/27/2023,22:19:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/27/2023,22:20:00 -0300,0,,,197,,1,,,,,,,,,,22,,,,
07/27/2023,22:22:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/27/2023,22:24:00 -0300,0,,,191,,1,4.263,,,,,,,,,17,,,,
07/27/2023,22:26:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/27/2023,22:28:00 -0300,0,,,191,,1,,,,,,,,,,22,,,,
07/27/2023,22:29:00 -0300,,,,,,,4.266,,,,,,,,,,,,,
07/27/2023,22:30:00 -0300,0,,,190,,1,,,,,,,,,,22,,,,
07/27/2023,22:32:00 -0300,0,,,190,,1,,,,,,,,,,19,,,,
07/27/2023,22:34:00 -0300,0,,,192,,1,4.256,,,,,,,,,23,,,,
07/27/2023,22:36:00 -0300,0,,,190,,1,,,,,,,,,,18,,,,
07/27/2023,22:38:00 -0300,0,,,181,,1,,,,,,,,,,22,,,,
07/27/2023,22:39:00 -0300,,,,,,,4.262,,,,,,,,,,,,,
07/27/2023,22:40:00 -0300,0,,,183,,1,,,,,,,,,,22,,,,
07/27/2023,22:42:00 -0300,0,,,177,,1,,,,,,,,,,20,,,,
07/27/2023,22:44:00 -0300,0,,,174,,1,4.265,,,,,,,,,17,,,,
07/27/2023,22:46:00 -0300,0,,,177,,1,,,,,,,,,,14,,,,
07/27/2023,22:48:00 -0300,0.2,,,177,,1,,,,,,,,,,18,,,,
07/27/2023,22:49:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/27/2023,22:50:00 -0300,0,,,175,,1,,,,,,,,,,13,,,,
07/27/2023,22:52:00 -0300,0,,,175,,1,,,,,,,,,,22,,,,
07/27/2023,22:54:00 -0300,0.2,,,173,,1,4.259,,,,,,,,,22,,,,
07/27/2023,22:56:00 -0300,0,,,170,,1,,,,,,,,,,16,,,,
07/27/2023,22:58:00 -0300,0,,,168,,1,,,,,,,,,,16,,,,
07/27/2023,22:59:00 -0300,,,,,,,4.263,,,,,,,,,,,,,
07/27/2023,23:00:00 -0300,0,,,175,,1,,,,,,,,,,18,,,,
07/27/2023,23:02:00 -0300,0.2,,,168,,1,,,,,,,,,,17,,,,
07/27/2023,23:04:00 -0300,0,,,170,,1,4.254,,,,,,,,,16,,,,
07/27/2023,23:06:00 -0300,0.2,,,171,,1,,,,,,,,,,20,,,,
07/27/2023,23:08:00 -0300,0,,,167,,1,,,,,,,,,,18,,,,
07/27/2023,23:09:00 -0300,,,,,,,4.257,,,,,,,,,,,,,
07/27/2023,23:10:00 -0300,0.2,,,170,,1,,,,,,,,,,19,,,,
07/27/2023,23:12:00 -0300,0,,,168,,1,,,,,,,,,,17,,,,
07/27/2023,23:14:00 -0300,0.2,,,161,,1,4.262,,,,,,,,,17,,,,
