Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21098954-1),°C,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21038284-1),°C,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
07/28/2023,16:34:00 -0300,0,,,230,,623,4.319,,,,,,,,,12,,,,
07/28/2023,16:36:00 -0300,0,,,237,,613,,,,,,,,,,17,,,,
07/28/2023,16:38:00 -0300,0,,,219,,623,,,,,,,,,,16,,,,
07/28/2023,16:39:00 -0300,,,,,,,4.319,,,,,,,,,,,,,
07/28/2023,16:40:00 -0300,0,,,232,,628,,,,,,,,,,12,,,,
07/28/2023,16:42:00 -0300,0,,,225,,594,,,,,,,,,,16,,,,
07/28/2023,16:44:00 -0300,0,,,201,,571,4.304,,,,,,,,,16,,,,
07/28/2023,16:46:00 -0300,0,,,219,,572,,,,,,,,,,16,,,,
07/28/2023,16:48:00 -0300,0,,,220,,581,,,,,,,,,,14,,,,
07/28/2023,16:49:00 -0300,,,,,,,4.316,,,,,,,,,,,,,
07/28/2023,16:50:00 -0300,0,,,213,,582,,,,,,,,,,14,,,,
07/28/2023,16:52:00 -0300,0,,,225,,146,,,,,,,,,,14,,,,
07/28/2023,16:54:00 -0300,0,,,229,,587,4.314,,,,,,,,,7,,,,
07/28/2023,16:56:00 -0300,0,,,223,,573,,,,,,,,,,13,,,,
07/28/2023,16:58:00 -0300,0,,,215,,148,,,,,,,,,,13,,,,
07/28/2023,16:59:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/28/2023,17:00:00 -0300,0,,,218,,577,,,,,,,,,,17,,,,
07/28/2023,17:02:00 -0300,0,,,213,,579,,,,,,,,,,13,,,,
07/28/2023,17:04:00 -0300,0,,,212,,561,4.314,,,,,,,,,13,,,,
07/28/2023,17:06:00 -0300,0,,,211,,501,,,,,,,,,,13,,,,
07/28/2023,17:08:00 -0300,0,,,215,,539,,,,,,,,,,14,,,,
07/28/2023,17:09:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/28/2023,17:10:00 -0300,0,,,220,,544,,,,,,,,,,14,,,,
07/28/2023,17:12:00 -0300,0,,,211,,562,,,,,,,,,,11,,,,
07/28/2023,17:14:00 -0300,0,,,222,,553,4.304,,,,,,,,,16,,,,
07/28/2023,17:16:00 -0300,0,,,212,,171,,,,,,,,,,12,,,,
07/28/2023,17:18:00 -0300,0,,,222,,539,,,,,,,,,,17,,,,
07/28/2023,17:19:00 -0300,,,,,,,4.325,,,,,,,,,,,,,
07/28/2023,17:20:00 -0300,0,,,225,,533,,,,,,,,,,12,,,,
07/28/2023,17:22:00 -0300,0,,,208,,508,,,,,,,,,,16,,,,
07/28/2023,17:24:00 -0300,0,,,226,,469,4.302,,,,,,,,,18,,,,
07/28/2023,17:26:00 -0300,0,,,229,,466,,,,,,,,,,12,,,,
07/28/2023,17:28:00 -0300,0,,,244,,464,,,,,,,,,,14,,,,
07/28/2023,17:29:00 -0300,,,,,,,4.331,,,,,,,,,,,,,
07/28/2023,17:30:00 -0300,0,,,234,,463,,,,,,,,,,14,,,,
07/28/2023,17:32:00 -0300,0,,,225,,443,,,,,,,,,,14,,,,
07/28/2023,17:34:00 -0300,0,,,216,,433,4.304,,,,,,,,,17,,,,
07/28/2023,17:36:00 -0300,0,,,215,,439,,,,,,,,,,18,,,,
07/28/2023,17:38:00 -0300,0,,,219,,442,,,,,,,,,,17,,,,
07/28/2023,17:39:00 -0300,,,,,,,4.325,,,,,,,,,,,,,
07/28/2023,17:40:00 -0300,0,,,213,,434,,,,,,,,,,18,,,,
07/28/2023,17:42:00 -0300,0,,,213,,418,,,,,,,,,,17,,,,
07/28/2023,17:44:00 -0300,0,,,227,,409,4.305,,,,,,,,,16,,,,
07/28/2023,17:46:00 -0300,0,,,230,,418,,,,,,,,,,14,,,,
07/28/2023,17:48:00 -0300,0,,,230,,419,,,,,,,,,,13,,,,
07/28/2023,17:49:00 -0300,,,,,,,4.316,,,,,,,,,,,,,
07/28/2023,17:50:00 -0300,0,,,233,,409,,,,,,,,,,12,,,,
07/28/2023,17:52:00 -0300,0,,,222,,396,,,,,,,,,,13,,,,
07/28/2023,17:54:00 -0300,0,,,219,,393,4.314,,,,,,,,,11,,,,
07/28/2023,17:56:00 -0300,0,,,220,,382,,,,,,,,,,12,,,,
07/28/2023,17:58:00 -0300,0,,,212,,381,,,,,,,,,,14,,,,
07/28/2023,17:59:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/28/2023,18:00:00 -0300,0,,,216,,384,,,,,,,,,,13,,,,
07/28/2023,18:02:00 -0300,0,,,223,,388,,,,,,,,,,13,,,,
07/28/2023,18:04:00 -0300,0,,,239,,347,4.314,,,,,,,,,10,,,,
07/28/2023,18:06:00 -0300,0,,,216,,374,,,,,,,,,,13,,,,
07/28/2023,18:08:00 -0300,0,,,208,,363,,,,,,,,,,11,,,,
07/28/2023,18:09:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/28/2023,18:10:00 -0300,0,,,227,,363,,,,,,,,,,8,,,,
07/28/2023,18:12:00 -0300,0,,,226,,361,,,,,,,,,,10,,,,
07/28/2023,18:14:00 -0300,0,,,219,,282,4.304,,,,,,,,,8,,,,
07/28/2023,18:16:00 -0300,0,,,219,,291,,,,,,,,,,7,,,,
07/28/2023,18:18:00 -0300,0,,,218,,319,,,,,,,,,,10,,,,
07/28/2023,18:19:00 -0300,,,,,,,4.323,,,,,,,,,,,,,
07/28/2023,18:20:00 -0300,0,,,208,,313,,,,,,,,,,7,,,,
07/28/2023,18:22:00 -0300,0,,,205,,314,,,,,,,,,,12,,,,
07/28/2023,18:24:00 -0300,0,,,209,,313,4.302,,,,,,,,,8,,,,
07/28/2023,18:26:00 -0300,0,,,199,,308,,,,,,,,,,8,,,,
07/28/2023,18:28:00 -0300,0,,,209,,286,,,,,,,,,,8,,,,
07/28/2023,18:29:00 -0300,,,,,,,4.299,,,,,,,,,,,,,
07/28/2023,18:30:00 -0300,0,,,202,,288,,,,,,,,,,12,,,,
07/28/2023,18:32:00 -0300,0,,,202,,286,,,,,,,,,,11,,,,
07/28/2023,18:34:00 -0300,0,,,205,,287,4.32,,,,,,,,,13,,,,
07/28/2023,18:36:00 -0300,0,,,199,,281,,,,,,,,,,10,,,,
07/28/2023,18:38:00 -0300,0,,,204,,277,,,,,,,,,,10,,,,
07/28/2023,18:39:00 -0300,,,,,,,4.334,,,,,,,,,,,,,
07/28/2023,18:40:00 -0300,0,,,212,,273,,,,,,,,,,11,,,,
07/28/2023,18:42:00 -0300,0,,,211,,268,,,,,,,,,,11,,,,
07/28/2023,18:44:00 -0300,0,,,211,,262,4.31,,,,,,,,,10,,,,
07/28/2023,18:46:00 -0300,0,,,213,,256,,,,,,,,,,8,,,,
07/28/2023,18:48:00 -0300,0,,,206,,249,,,,,,,,,,8,,,,
07/28/2023,18:49:00 -0300,,,,,,,4.316,,,,,,,,,,,,,
07/28/2023,18:50:00 -0300,0,,,181,,242,,,,,,,,,,10,,,,
07/28/2023,18:52:00 -0300,0,,,184,,237,,,,,,,,,,13,,,,
07/28/2023,18:54:00 -0300,0,,,183,,232,4.313,,,,,,,,,13,,,,
07/28/2023,18:56:00 -0300,0,,,183,,227,,,,,,,,,,13,,,,
07/28/2023,18:58:00 -0300,0,,,194,,222,,,,,,,,,,12,,,,
07/28/2023,18:59:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/28/2023,19:00:00 -0300,0,,,192,,216,,,,,,,,,,11,,,,
07/28/2023,19:02:00 -0300,0,,,194,,209,,,,,,,,,,12,,,,
07/28/2023,19:04:00 -0300,0,,,190,,203,4.313,,,,,,,,,10,,,,
07/28/2023,19:06:00 -0300,0,,,198,,199,,,,,,,,,,12,,,,
07/28/2023,19:08:00 -0300,0,,,188,,193,,,,,,,,,,11,,,,
07/28/2023,19:09:00 -0300,,,,,,,4.313,,,,,,,,,,,,,
07/28/2023,19:10:00 -0300,0,,,178,,187,,,,,,,,,,13,,,,
07/28/2023,19:12:00 -0300,0,,,188,,181,,,,,,,,,,14,,,,
07/28/2023,19:14:00 -0300,0,,,194,,176,4.301,,,,,,,,,17,,,,
07/28/2023,19:16:00 -0300,0,,,190,,171,,,,,,,,,,14,,,,
07/28/2023,19:18:00 -0300,0,,,177,,166,,,,,,,,,,14,,,,
07/28/2023,19:19:00 -0300,,,,,,,4.331,,,,,,,,,,,,,
07/28/2023,19:20:00 -0300,0,,,173,,161,,,,,,,,,,16,,,,
07/28/2023,19:22:00 -0300,0,,,170,,157,,,,,,,,,,16,,,,
07/28/2023,19:24:00 -0300,0,,,173,,152,4.301,,,,,,,,,19,,,,
07/28/2023,19:26:00 -0300,0,,,170,,148,,,,,,,,,,16,,,,
07/28/2023,19:28:00 -0300,0,,,168,,136,,,,,,,,,,17,,,,
07/28/2023,19:29:00 -0300,,,,,,,4.325,,,,,,,,,,,,,
07/28/2023,19:30:00 -0300,0,,,167,,116,,,,,,,,,,16,,,,
07/28/2023,19:32:00 -0300,0,,,177,,113,,,,,,,,,,14,,,,
07/28/2023,19:34:00 -0300,0,,,175,,131,4.299,,,,,,,,,14,,,,
07/28/2023,19:36:00 -0300,0,,,183,,57,,,,,,,,,,14,,,,
07/28/2023,19:38:00 -0300,0,,,174,,41,,,,,,,,,,13,,,,
07/28/2023,19:39:00 -0300,,,,,,,4.307,,,,,,,,,,,,,
07/28/2023,19:40:00 -0300,0,,,173,,46,,,,,,,,,,13,,,,
07/28/2023,19:42:00 -0300,0,,,166,,108,,,,,,,,,,13,,,,
07/28/2023,19:44:00 -0300,0,,,161,,113,4.301,,,,,,,,,10,,,,
07/28/2023,19:46:00 -0300,0,,,142,,106,,,,,,,,,,13,,,,
07/28/2023,19:48:00 -0300,0,,,153,,98,,,,,,,,,,10,,,,
07/28/2023,19:49:00 -0300,,,,,,,4.304,,,,,,,,,,,,,
07/28/2023,19:50:00 -0300,0,,,161,,79,,,,,,,,,,8,,,,
07/28/2023,19:52:00 -0300,0,,,166,,59,,,,,,,,,,8,,,,
07/28/2023,19:54:00 -0300,0,,,168,,27,4.311,,,,,,,,,7,,,,
07/28/2023,19:56:00 -0300,0,,,154,,22,,,,,,,,,,10,,,,
07/28/2023,19:58:00 -0300,0,,,142,,19,,,,,,,,,,10,,,,
07/28/2023,19:59:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/28/2023,20:00:00 -0300,0,,,147,,17,,,,,,,,,,5,,,,
07/28/2023,20:02:00 -0300,0,,,164,,17,,,,,,,,,,10,,,,
07/28/2023,20:04:00 -0300,0,,,152,,14,4.299,,,,,,,,,7,,,,
07/28/2023,20:06:00 -0300,0,,,160,,12,,,,,,,,,,7,,,,
07/28/2023,20:08:00 -0300,0,,,154,,12,,,,,,,,,,7,,,,
07/28/2023,20:09:00 -0300,,,,,,,4.305,,,,,,,,,,,,,
07/28/2023,20:10:00 -0300,0,,,149,,11,,,,,,,,,,10,,,,
07/28/2023,20:12:00 -0300,0,,,152,,8,,,,,,,,,,8,,,,
07/28/2023,20:14:00 -0300,0,,,159,,8,4.302,,,,,,,,,10,,,,
07/28/2023,20:16:00 -0300,0,,,154,,7,,,,,,,,,,6,,,,
07/28/2023,20:18:00 -0300,0,,,152,,7,,,,,,,,,,7,,,,
07/28/2023,20:19:00 -0300,,,,,,,4.289,,,,,,,,,,,,,
07/28/2023,20:20:00 -0300,0,,,149,,7,,,,,,,,,,7,,,,
07/28/2023,20:22:00 -0300,0,,,153,,6,,,,,,,,,,10,,,,
07/28/2023,20:24:00 -0300,0,,,152,,6,4.301,,,,,,,,,11,,,,
07/28/2023,20:26:00 -0300,0,,,157,,6,,,,,,,,,,11,,,,
07/28/2023,20:28:00 -0300,0,,,152,,6,,,,,,,,,,10,,,,
07/28/2023,20:29:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/28/2023,20:30:00 -0300,0,,,157,,6,,,,,,,,,,10,,,,
07/28/2023,20:32:00 -0300,0,,,156,,4,,,,,,,,,,11,,,,
07/28/2023,20:34:00 -0300,0,,,159,,3,4.29,,,,,,,,,8,,,,
07/28/2023,20:36:00 -0300,0,,,159,,3,,,,,,,,,,11,,,,
07/28/2023,20:38:00 -0300,0,,,163,,3,,,,,,,,,,10,,,,
07/28/2023,20:39:00 -0300,,,,,,,4.295,,,,,,,,,,,,,
07/28/2023,20:40:00 -0300,0,,,157,,2,,,,,,,,,,11,,,,
07/28/2023,20:42:00 -0300,0,,,160,,2,,,,,,,,,,8,,,,
07/28/2023,20:44:00 -0300,0,,,160,,2,4.298,,,,,,,,,12,,,,
07/28/2023,20:46:00 -0300,0,,,157,,2,,,,,,,,,,12,,,,
07/28/2023,20:48:00 -0300,0,,,163,,2,,,,,,,,,,11,,,,
07/28/2023,20:49:00 -0300,,,,,,,4.287,,,,,,,,,,,,,
07/28/2023,20:50:00 -0300,0,,,157,,2,,,,,,,,,,12,,,,
07/28/2023,20:52:00 -0300,0,,,161,,2,,,,,,,,,,10,,,,
07/28/2023,20:54:00 -0300,0,,,166,,1,4.286,,,,,,,,,14,,,,
07/28/2023,20:56:00 -0300,0,,,166,,1,,,,,,,,,,11,,,,
07/28/2023,20:58:00 -0300,0,,,161,,1,,,,,,,,,,8,,,,
07/28/2023,20:59:00 -0300,,,,,,,4.289,,,,,,,,,,,,,
07/28/2023,21:00:00 -0300,0,,,160,,1,,,,,,,,,,11,,,,
07/28/2023,21:02:00 -0300,0,,,161,,1,,,,,,,,,,14,,,,
07/28/2023,21:04:00 -0300,0,,,166,,1,4.281,,,,,,,,,12,,,,
07/28/2023,21:06:00 -0300,0,,,163,,1,,,,,,,,,,14,,,,
07/28/2023,21:08:00 -0300,0,,,173,,1,,,,,,,,,,17,,,,
07/28/2023,21:09:00 -0300,,,,,,,4.277,,,,,,,,,,,,,
07/28/2023,21:10:00 -0300,0,,,177,,1,,,,,,,,,,20,,,,
07/28/2023,21:12:00 -0300,0,,,183,,1,,,,,,,,,,17,,,,
07/28/2023,21:14:00 -0300,0,,,187,,1,4.281,,,,,,,,,24,,,,
07/28/2023,21:16:00 -0300,0,,,187,,1,,,,,,,,,,14,,,,
07/28/2023,21:18:00 -0300,0,,,183,,1,,,,,,,,,,16,,,,
07/28/2023,21:19:00 -0300,,,,,,,4.271,,,,,,,,,,,,,
07/28/2023,21:20:00 -0300,0,,,183,,1,,,,,,,,,,20,,,,
07/28/2023,21:22:00 -0300,0,,,195,,1,,,,,,,,,,22,,,,
07/28/2023,21:24:00 -0300,0,,,180,,1,4.275,,,,,,,,,19,,,,
07/28/2023,21:26:00 -0300,0,,,181,,1,,,,,,,,,,20,,,,
07/28/2023,21:28:00 -0300,0,,,173,,1,,,,,,,,,,20,,,,
07/28/2023,21:29:00 -0300,,,,,,,4.277,,,,,,,,,,,,,
07/28/2023,21:30:00 -0300,0,,,168,,1,,,,,,,,,,23,,,,
07/28/2023,21:32:00 -0300,0,,,177,,1,,,,,,,,,,24,,,,
07/28/2023,21:34:00 -0300,0,,,175,,1,4.269,,,,,,,,,24,,,,
07/28/2023,21:36:00 -0300,0,,,175,,1,,,,,,,,,,22,,,,
07/28/2023,21:38:00 -0300,0,,,173,,1,,,,,,,,,,19,,,,
07/28/2023,21:39:00 -0300,,,,,,,4.272,,,,,,,,,,,,,
07/28/2023,21:40:00 -0300,0,,,174,,1,,,,,,,,,,19,,,,
07/28/2023,21:42:00 -0300,0,,,171,,1,,,,,,,,,,20,,,,
07/28/2023,21:44:00 -0300,0,,,177,,1,4.274,,,,,,,,,23,,,,
07/28/2023,21:46:00 -0300,0,,,178,,1,,,,,,,,,,22,,,,
07/28/2023,21:48:00 -0300,0,,,192,,1,,,,,,,,,,23,,,,
07/28/2023,21:49:00 -0300,,,,,,,4.268,,,,,,,,,,,,,
07/28/2023,21:50:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/28/2023,21:52:00 -0300,0,,,181,,1,,,,,,,,,,19,,,,
07/28/2023,21:54:00 -0300,0,,,190,,1,4.269,,,,,,,,,19,,,,
07/28/2023,21:56:00 -0300,0,,,183,,1,,,,,,,,,,23,,,,
07/28/2023,21:58:00 -0300,0,,,185,,1,,,,,,,,,,22,,,,
07/28/2023,21:59:00 -0300,,,,,,,4.272,,,,,,,,,,,,,
07/28/2023,22:00:00 -0300,0,,,183,,1,,,,,,,,,,26,,,,
07/28/2023,22:02:00 -0300,0,,,181,,1,,,,,,,,,,25,,,,
07/28/2023,22:04:00 -0300,0,,,187,,1,4.265,,,,,,,,,25,,,,
07/28/2023,22:06:00 -0300,0,,,177,,1,,,,,,,,,,23,,,,
07/28/2023,22:08:00 -0300,0,,,178,,1,,,,,,,,,,28,,,,
07/28/2023,22:09:00 -0300,,,,,,,4.268,,,,,,,,,,,,,
07/28/2023,22:10:00 -0300,0,,,180,,1,,,,,,,,,,26,,,,
07/28/2023,22:12:00 -0300,0,,,181,,1,,,,,,,,,,25,,,,
07/28/2023,22:14:00 -0300,0,,,184,,1,4.271,,,,,,,,,28,,,,
07/28/2023,22:16:00 -0300,0,,,180,,1,,,,,,,,,,26,,,,
07/28/2023,22:18:00 -0300,0,,,181,,1,,,,,,,,,,29,,,,
07/28/2023,22:19:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/28/2023,22:20:00 -0300,0,,,178,,1,,,,,,,,,,28,,,,
07/28/2023,22:22:00 -0300,0,,,184,,1,,,,,,,,,,29,,,,
07/28/2023,22:24:00 -0300,0,,,190,,1,4.265,,,,,,,,,31,,,,
07/28/2023,22:26:00 -0300,0,,,185,,1,,,,,,,,,,29,,,,
07/28/2023,22:28:00 -0300,0,,,190,,1,,,,,,,,,,29,,,,
07/28/2023,22:29:00 -0300,,,,,,,4.268,,,,,,,,,,,,,
07/28/2023,22:30:00 -0300,0,,,190,,1,,,,,,,,,,32,,,,
07/28/2023,22:32:00 -0300,0,,,190,,1,,,,,,,,,,32,,,,
07/28/2023,22:34:00 -0300,0,,,195,,1,4.265,,,,,,,,,30,,,,
07/28/2023,22:36:00 -0300,0,,,195,,1,,,,,,,,,,32,,,,
07/28/2023,22:38:00 -0300,0,,,191,,1,,,,,,,,,,28,,,,
07/28/2023,22:39:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/28/2023,22:40:00 -0300,0,,,191,,1,,,,,,,,,,30,,,,
07/28/2023,22:42:00 -0300,0,,,187,,1,,,,,,,,,,25,,,,
07/28/2023,22:44:00 -0300,0,,,185,,1,4.268,,,,,,,,,25,,,,
07/28/2023,22:46:00 -0300,0,,,183,,1,,,,,,,,,,30,,,,
07/28/2023,22:48:00 -0300,0,,,171,,1,,,,,,,,,,26,,,,
07/28/2023,22:49:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/28/2023,22:50:00 -0300,0,,,163,,1,,,,,,,,,,24,,,,
07/28/2023,22:52:00 -0300,0,,,152,,1,,,,,,,,,,28,,,,
07/28/2023,22:54:00 -0300,0,,,149,,1,4.263,,,,,,,,,26,,,,
07/28/2023,22:56:00 -0300,0,,,160,,1,,,,,,,,,,26,,,,
07/28/2023,22:58:00 -0300,0,,,164,,1,,,,,,,,,,26,,,,
07/28/2023,22:59:00 -0300,,,,,,,4.266,,,,,,,,,,,,,
07/28/2023,23:00:00 -0300,0,,,171,,1,,,,,,,,,,29,,,,
07/28/2023,23:02:00 -0300,0,,,173,,1,,,,,,,,,,25,,,,
07/28/2023,23:04:00 -0300,0,,,171,,1,4.257,,,,,,,,,25,,,,
07/28/2023,23:06:00 -0300,0,,,170,,1,,,,,,,,,,25,,,,
07/28/2023,23:08:00 -0300,0,,,173,,1,,,,,,,,,,26,,,,
07/28/2023,23:09:00 -0300,,,,,,,4.26,,,,,,,,,,,,,
07/28/2023,23:10:00 -0300,0,,,181,,1,,,,,,,,,,20,,,,
07/28/2023,23:12:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/28/2023,23:14:00 -0300,0,,,194,,1,4.265,,,,,,,,,25,,,,
07/28/2023,23:16:00 -0300,0,,,192,,1,,,,,,,,,,24,,,,
07/28/2023,23:18:00 -0300,0,,,197,,1,,,,,,,,,,23,,,,
07/28/2023,23:19:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/28/2023,23:20:00 -0300,0,,,197,,1,,,,,,,,,,20,,,,
07/28/2023,23:22:00 -0300,0,,,194,,1,,,,,,,,,,20,,,,
07/28/2023,23:24:00 -0300,0,,,181,,1,4.26,,,,,,,,,22,,,,
07/28/2023,23:26:00 -0300,0,,,180,,1,,,,,,,,,,24,,,,
07/28/2023,23:28:00 -0300,0,,,178,,1,,,,,,,,,,22,,,,
07/28/2023,23:29:00 -0300,,,,,,,4.263,,,,,,,,,,,,,
07/28/2023,23:30:00 -0300,0,,,177,,1,,,,,,,,,,19,,,,
07/28/2023,23:32:00 -0300,0,,,174,,1,,,,,,,,,,24,,,,
07/28/2023,23:34:00 -0300,0,,,177,,1,4.256,,,,,,,,,22,,,,
07/28/2023,23:36:00 -0300,0,,,175,,1,,,,,,,,,,23,,,,
07/28/2023,23:38:00 -0300,0,,,177,,1,,,,,,,,,,22,,,,
07/28/2023,23:39:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/28/2023,23:40:00 -0300,0,,,173,,1,,,,,,,,,,22,,,,
07/28/2023,23:42:00 -0300,0,,,178,,1,,,,,,,,,,25,,,,
07/28/2023,23:44:00 -0300,0,,,170,,1,4.262,,,,,,,,,25,,,,
07/28/2023,23:46:00 -0300,0,,,178,,1,,,,,,,,,,25,,,,
07/28/2023,23:48:00 -0300,0,,,178,,1,,,,,,,,,,20,,,,
07/28/2023,23:49:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/28/2023,23:50:00 -0300,0,,,173,,1,,,,,,,,,,26,,,,
07/28/2023,23:52:00 -0300,0,,,181,,1,,,,,,,,,,24,,,,
07/28/2023,23:54:00 -0300,0,,,175,,1,4.256,,,,,,,,,24,,,,
07/28/2023,23:56:00 -0300,0,,,178,,1,,,,,,,,,,22,,,,
07/28/2023,23:58:00 -0300,0,,,191,,1,,,,,,,,,,22,,,,
07/28/2023,23:59:00 -0300,,,,,,,4.26,,,,,,,,,,,,,
07/29/2023,00:00:00 -0300,0,,,188,,1,,,,,,,,,,19,,,,
07/29/2023,00:02:00 -0300,0,,,187,,1,,,,,,,,,,18,,,,
07/29/2023,00:04:00 -0300,0,,,185,,1,4.257,,,,,,,,,22,,,,
07/29/2023,00:06:00 -0300,0,,,191,,1,,,,,,,,,,14,,,,
07/29/2023,00:08:00 -0300,0,,,188,,1,,,,,,,,,,14,,,,
07/29/2023,00:09:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/29/2023,00:10:00 -0300,0,,,178,,1,,,,,,,,,,18,,,,
07/29/2023,00:12:00 -0300,0,,,183,,1,,,,,,,,,,20,,,,
07/29/2023,00:14:00 -0300,0,,,181,,1,4.259,,,,,,,,,23,,,,
07/29/2023,00:16:00 -0300,0,,,184,,1,,,,,,,,,,17,,,,
07/29/2023,00:18:00 -0300,0,,,195,,1,,,,,,,,,,18,,,,
07/29/2023,00:19:00 -0300,,,,,,,4.248,,,,,,,,,,,,,
07/29/2023,00:20:00 -0300,0,,,192,,1,,,,,,,,,,19,,,,
07/29/2023,00:22:00 -0300,0,,,195,,1,,,,,,,,,,18,,,,
07/29/2023,00:24:00 -0300,0,,,191,,1,4.256,,,,,,,,,16,,,,
07/29/2023,00:26:00 -0300,0,,,191,,1,,,,,,,,,,20,,,,
07/29/2023,00:28:00 -0300,0,,,192,,1,,,,,,,,,,22,,,,
07/29/2023,00:29:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/29/2023,00:30:00 -0300,0,,,188,,1,,,,,,,,,,24,,,,
07/29/2023,00:32:00 -0300,0,,,188,,1,,,,,,,,,,20,,,,
07/29/2023,00:34:00 -0300,0,,,191,,1,4.251,,,,,,,,,20,,,,
07/29/2023,00:36:00 -0300,0,,,197,,1,,,,,,,,,,18,,,,
07/29/2023,00:38:00 -0300,0,,,198,,1,,,,,,,,,,20,,,,
07/29/2023,00:39:00 -0300,,,,,,,4.254,,,,,,,,,,,,,
07/29/2023,00:40:00 -0300,0,,,198,,1,,,,,,,,,,17,,,,
07/29/2023,00:42:00 -0300,0,,,198,,1,,,,,,,,,,18,,,,
07/29/2023,00:44:00 -0300,0,,,198,,1,4.257,,,,,,,,,20,,,,
07/29/2023,00:46:00 -0300,0,,,199,,1,,,,,,,,,,19,,,,
07/29/2023,00:48:00 -0300,0,,,198,,1,,,,,,,,,,20,,,,
07/29/2023,00:49:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/29/2023,00:50:00 -0300,0,,,191,,1,,,,,,,,,,24,,,,
07/29/2023,00:52:00 -0300,0,,,197,,1,,,,,,,,,,24,,,,
07/29/2023,00:54:00 -0300,0,,,197,,1,4.253,,,,,,,,,28,,,,
07/29/2023,00:56:00 -0300,0,,,197,,1,,,,,,,,,,28,,,,
07/29/2023,00:58:00 -0300,0,,,195,,1,,,,,,,,,,26,,,,
07/29/2023,00:59:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/29/2023,01:00:00 -0300,0,,,181,,1,,,,,,,,,,29,,,,
07/29/2023,01:02:00 -0300,0,,,188,,1,,,,,,,,,,23,,,,
07/29/2023,01:04:00 -0300,0,,,190,,1,4.25,,,,,,,,,23,,,,
07/29/2023,01:06:00 -0300,0,,,194,,1,,,,,,,,,,29,,,,
07/29/2023,01:08:00 -0300,0,,,195,,1,,,,,,,,,,28,,,,
07/29/2023,01:09:00 -0300,,,,,,,4.253,,,,,,,,,,,,,
07/29/2023,01:10:00 -0300,0,,,191,,1,,,,,,,,,,28,,,,
07/29/2023,01:12:00 -0300,0,,,199,,1,,,,,,,,,,28,,,,
07/29/2023,01:14:00 -0300,0,,,201,,1,4.256,,,,,,,,,25,,,,
07/29/2023,01:16:00 -0300,0,,,199,,1,,,,,,,,,,29,,,,
07/29/2023,01:18:00 -0300,0,,,202,,1,,,,,,,,,,26,,,,
07/29/2023,01:19:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/29/2023,01:20:00 -0300,0,,,199,,1,,,,,,,,,,31,,,,
07/29/2023,01:22:00 -0300,0,,,201,,1,,,,,,,,,,29,,,,
