Date,Time,"Temperature (S-THB 21114839:20824084-1),°C,Cavendish Green Gables","RH (S-THB 21114839:20824084-2),%,Cavendish Green Gables","Dew Point (S-THB 21114839:20824084-3),°C,Cavendish Green Gables","Rain (S-RGB 21114839:21092075-1),mm,Cavendish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavendish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavendish Green Gables","Wind Direction (S-WCF 21114839:21107892-3),°,Cavendish Green Gables","Solar Radiation (S-LIB 21114839:21109518-1),W/m²,Cavendish Green Gables","Battery (RX3000 BATTERY 21114839:21114839-B),V,Cavendish Green Gables","Accumulated Rain (C-ACC-RAIN 21114839:21092075-2),mm,Cavendish Green Gables,Cavendish Green Gables"
9/1/2025,06:02:00 -0300,17.34,90.6,15.81,0,6,9.6,45,1,,
9/1/2025,06:04:00 -0300,17.22,90.4,15.66,0,4.8,9.6,143,1,4.223,
9/1/2025,06:06:00 -0300,17.25,90.3,15.67,0,7.2,10.8,8,1,,
9/1/2025,06:08:00 -0300,17.3,90,15.66,0,7.2,10.8,10,1,,
9/1/2025,06:09:00 -0300,,,,,,,,,4.235,
9/1/2025,06:10:00 -0300,17.32,90,15.68,0,8.4,13.2,8,1,,
9/1/2025,06:12:00 -0300,17.34,89.6,15.64,0,9.6,13.2,14,1,,
9/1/2025,06:14:00 -0300,17.27,89.3,15.51,0,6,9.6,55,1,4.239,
9/1/2025,06:16:00 -0300,17.27,89.3,15.51,0,7.2,10.8,13,1,,
9/1/2025,06:18:00 -0300,17.25,88.9,15.42,0,6,8.4,1,1,,
9/1/2025,06:19:00 -0300,,,,,,,,,4.226,
9/1/2025,06:20:00 -0300,17.25,88.9,15.42,0,6,9.6,13,1,,
9/1/2025,06:22:00 -0300,17.25,88.6,15.37,0,7.2,12,6,1,,
9/1/2025,06:24:00 -0300,17.18,88.5,15.28,0,4.8,9.6,13,1,4.236,
9/1/2025,06:26:00 -0300,17.18,88.6,15.3,0,3.6,7.2,6,1,,
9/1/2025,06:28:00 -0300,17.13,88.5,15.23,0,4.8,8.4,4,2,,
9/1/2025,06:29:00 -0300,,,,,,,,,4.241,
9/1/2025,06:30:00 -0300,17.2,88.4,15.29,0,6,8.4,0,2,,
9/1/2025,06:32:00 -0300,17.11,88.4,15.19,0,4.8,7.2,132,2,,
9/1/2025,06:34:00 -0300,17.11,88.5,15.21,0,4.8,7.2,152,3,4.226,
