Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP"
05/16/2024,17:35:00 -0300,0,472,4.292,51,,,,,16,28
05/16/2024,17:40:00 -0300,0,448,4.302,60,,,,,20,32
05/16/2024,17:45:00 -0300,0,424,4.295,59,,,,,19,31
05/16/2024,17:50:00 -0300,0,403,4.305,63,,,,,14,24
05/16/2024,17:55:00 -0300,0,394,4.302,62,,,,,14,25
05/16/2024,18:00:00 -0300,0,376,4.298,66,,,,,19,30
05/16/2024,18:05:00 -0300,0,359,4.305,65,,,,,19,29
05/16/2024,18:10:00 -0300,0,341,4.289,65,,,,,18,26
05/16/2024,18:15:00 -0300,0,331,4.308,63,,,,,17,24
05/16/2024,18:20:00 -0300,0,317,4.314,62,,,,,16,23
05/16/2024,18:25:00 -0300,0,306,4.304,67,,,,,14,22
05/16/2024,18:30:00 -0300,0,291,4.281,70,,,,,13,23
05/16/2024,18:35:00 -0300,0,274,4.301,56,,,,,12,19
05/16/2024,18:40:00 -0300,0,264,4.301,58,,,,,12,19
05/16/2024,18:45:00 -0300,0,219,4.296,58,,,,,13,19
05/16/2024,18:50:00 -0300,0,232,4.299,60,,,,,14,20
05/16/2024,18:55:00 -0300,0,196,4.302,55,,,,,11,16
05/16/2024,19:00:00 -0300,0,203,4.308,45,,,,,12,18
05/16/2024,19:05:00 -0300,0,192,4.313,52,,,,,12,20
05/16/2024,19:10:00 -0300,0,183,4.298,58,,,,,14,22
05/16/2024,19:15:00 -0300,0,174,4.292,58,,,,,12,18
05/16/2024,19:20:00 -0300,0,166,4.301,58,,,,,12,18
05/16/2024,19:25:00 -0300,0,152,4.29,59,,,,,12,19
05/16/2024,19:30:00 -0300,0,138,4.289,58,,,,,11,14
05/16/2024,19:35:00 -0300,0,126,4.292,59,,,,,12,18
05/16/2024,19:40:00 -0300,0,103,4.296,60,,,,,12,18
05/16/2024,19:45:00 -0300,0,69,4.293,60,,,,,11,16
05/16/2024,19:50:00 -0300,0,86,4.301,56,,,,,10,16
05/16/2024,19:55:00 -0300,0,58,4.295,69,,,,,8,12
05/16/2024,20:00:00 -0300,0,43,4.281,72,,,,,8,14
05/16/2024,20:05:00 -0300,0,36,4.295,65,,,,,7,11
05/16/2024,20:10:00 -0300,0,28,4.287,58,,,,,6,10
05/16/2024,20:15:00 -0300,0,23,4.292,53,,,,,5,8
05/16/2024,20:20:00 -0300,0,19,4.29,44,,,,,5,8
05/16/2024,20:25:00 -0300,0,14,4.292,24,,,,,5,8
05/16/2024,20:30:00 -0300,0,11,4.278,44,,,,,6,11
05/16/2024,20:35:00 -0300,0,7,4.266,41,,,,,6,12
05/16/2024,20:40:00 -0300,0,6,4.262,39,,,,,6,10
05/16/2024,20:45:00 -0300,0,4,4.254,45,,,,,5,8
05/16/2024,20:50:00 -0300,0,1,4.247,28,,,,,5,10
05/16/2024,20:55:00 -0300,0,1,4.244,38,,,,,5,8
05/16/2024,21:00:00 -0300,0,1,4.238,32,,,,,4,7
05/16/2024,21:05:00 -0300,0,1,4.236,39,,,,,2,4
05/16/2024,21:10:00 -0300,0,1,4.236,32,,,,,1,5
05/16/2024,21:15:00 -0300,0,1,4.232,31,,,,,1,4
05/16/2024,21:20:00 -0300,0,1,4.229,21,,,,,2,5
05/16/2024,21:25:00 -0300,0,1,4.23,6,,,,,2,7
05/16/2024,21:30:00 -0300,0,1,4.226,20,,,,,4,6
05/16/2024,21:35:00 -0300,0,1,4.224,4,,,,,1,5
05/16/2024,21:40:00 -0300,0,1,4.226,20,,,,,2,7
05/16/2024,21:45:00 -0300,0,1,4.221,42,,,,,2,5
05/16/2024,21:50:00 -0300,0,1,4.221,4,,,,,2,7
05/16/2024,21:55:00 -0300,0,1,4.223,10,,,,,1,5
05/16/2024,22:00:00 -0300,0,1,4.218,13,,,,,0,2
05/16/2024,22:05:00 -0300,0,1,4.218,6,,,,,1,5
05/16/2024,22:10:00 -0300,0,1,4.22,357,,,,,0,2
05/16/2024,22:15:00 -0300,0,1,4.217,357,,,,,0,2
05/16/2024,22:20:00 -0300,0,1,4.215,357,,,,,1,4
05/16/2024,22:25:00 -0300,0,1,4.217,14,,,,,1,5
05/16/2024,22:30:00 -0300,0,1,4.215,18,,,,,1,2
05/16/2024,22:35:00 -0300,0,1,4.212,13,,,,,1,5
05/16/2024,22:40:00 -0300,0,1,4.215,10,,,,,1,5
05/16/2024,22:45:00 -0300,0,1,4.211,27,,,,,1,4
05/16/2024,22:50:00 -0300,0,1,4.211,45,,,,,1,7
05/16/2024,22:55:00 -0300,0,1,4.212,14,,,,,1,5
05/16/2024,23:00:00 -0300,0,1,4.208,18,,,,,2,5
05/16/2024,23:05:00 -0300,0,1,4.209,25,,,,,1,2
05/16/2024,23:10:00 -0300,0,1,4.211,27,,,,,2,5
05/16/2024,23:15:00 -0300,0,1,4.209,39,,,,,2,5
05/16/2024,23:20:00 -0300,0,1,4.205,28,,,,,4,6
05/16/2024,23:25:00 -0300,0,1,4.208,38,,,,,2,5
05/16/2024,23:30:00 -0300,0,1,4.205,48,,,,,4,6
05/16/2024,23:35:00 -0300,0,1,4.205,17,,,,,2,6
05/16/2024,23:40:00 -0300,0,1,4.206,51,,,,,4,6
05/16/2024,23:45:00 -0300,0,1,4.205,49,,,,,4,5
05/16/2024,23:50:00 -0300,0,1,4.203,37,,,,,4,7
05/16/2024,23:55:00 -0300,0,1,4.205,39,,,,,1,4
05/17/2024,00:00:00 -0300,0,1,4.203,31,,,,,4,7
05/17/2024,00:05:00 -0300,0,1,4.203,14,,,,,2,7
05/17/2024,00:10:00 -0300,0,1,4.203,37,,,,,2,5
05/17/2024,00:15:00 -0300,0,1,4.202,39,,,,,2,6
05/17/2024,00:20:00 -0300,0,1,4.202,29,,,,,2,6
05/17/2024,00:25:00 -0300,0,1,4.203,34,,,,,2,5
05/17/2024,00:30:00 -0300,0,1,4.199,62,,,,,5,7
05/17/2024,00:35:00 -0300,0,1,4.2,45,,,,,4,7
05/17/2024,00:40:00 -0300,0,1,4.202,44,,,,,1,5
05/17/2024,00:45:00 -0300,0,1,4.199,41,,,,,2,6
05/17/2024,00:50:00 -0300,0,1,4.199,28,,,,,2,7
05/17/2024,00:55:00 -0300,0,1,4.2,41,,,,,2,7
05/17/2024,01:00:00 -0300,0,1,4.197,21,,,,,2,7
05/17/2024,01:05:00 -0300,0,1,4.197,29,,,,,4,7
05/17/2024,01:10:00 -0300,0,1,4.199,39,,,,,1,4
05/17/2024,01:15:00 -0300,0,1,4.197,22,,,,,1,5
05/17/2024,01:20:00 -0300,0,1,4.196,18,,,,,1,4
05/17/2024,01:25:00 -0300,0,1,4.199,37,,,,,2,6
05/17/2024,01:30:00 -0300,0,1,4.196,20,,,,,4,6
05/17/2024,01:35:00 -0300,0,1,4.196,17,,,,,2,6
05/17/2024,01:40:00 -0300,0,1,4.197,21,,,,,1,5
05/17/2024,01:45:00 -0300,0,1,4.194,44,,,,,2,5
05/17/2024,01:50:00 -0300,0,1,4.194,32,,,,,4,7
05/17/2024,01:55:00 -0300,0,1,4.196,34,,,,,2,6
05/17/2024,02:00:00 -0300,0,1,4.191,29,,,,,1,6
05/17/2024,02:05:00 -0300,0,1,4.194,1,,,,,2,7
05/17/2024,02:10:00 -0300,0,1,4.196,0,,,,,0,2
05/17/2024,02:15:00 -0300,0,1,4.191,0,,,,,0,4
05/17/2024,02:20:00 -0300,0,1,4.193,3,,,,,1,4
05/17/2024,02:25:00 -0300,0,1,4.196,7,,,,,2,6
05/17/2024,02:30:00 -0300,0,1,4.191,6,,,,,4,6
05/17/2024,02:35:00 -0300,0,1,4.191,10,,,,,2,6
05/17/2024,02:40:00 -0300,0,1,4.194,145,,,,,1,4
05/17/2024,02:45:00 -0300,0,1,4.19,25,,,,,2,6
05/17/2024,02:50:00 -0300,0,1,4.19,22,,,,,2,5
05/17/2024,02:55:00 -0300,0,1,4.193,13,,,,,2,8
05/17/2024,03:00:00 -0300,0,1,4.19,18,,,,,2,7
05/17/2024,03:05:00 -0300,0,1,4.19,15,,,,,2,6
05/17/2024,03:10:00 -0300,0,1,4.191,358,,,,,1,5
05/17/2024,03:15:00 -0300,0,1,4.188,20,,,,,1,5
05/17/2024,03:20:00 -0300,0,1,4.19,52,,,,,4,7
05/17/2024,03:25:00 -0300,0,1,4.19,60,,,,,0,2
05/17/2024,03:30:00 -0300,0,1,4.185,60,,,,,1,2
05/17/2024,03:35:00 -0300,0,1,4.188,60,,,,,0,2
05/17/2024,03:40:00 -0300,0,1,4.19,60,,,,,0,0
05/17/2024,03:45:00 -0300,0,1,4.185,60,,,,,0,0
05/17/2024,03:50:00 -0300,0,1,4.187,60,,,,,0,0
05/17/2024,03:55:00 -0300,0,1,4.19,60,,,,,0,0
05/17/2024,04:00:00 -0300,0,1,4.185,60,,,,,0,1
05/17/2024,04:05:00 -0300,0,1,4.185,60,,,,,0,1
05/17/2024,04:10:00 -0300,0,1,4.188,59,,,,,1,2
05/17/2024,04:15:00 -0300,0,1,4.184,56,,,,,1,4
05/17/2024,04:20:00 -0300,0,1,4.184,45,,,,,0,2
05/17/2024,04:25:00 -0300,0,1,4.187,45,,,,,0,2
05/17/2024,04:30:00 -0300,0,1,4.184,44,,,,,0,2
05/17/2024,04:35:00 -0300,0,1,4.184,44,,,,,0,1
05/17/2024,04:40:00 -0300,0,1,4.185,44,,,,,1,2
05/17/2024,04:45:00 -0300,0,1,4.182,32,,,,,1,5
05/17/2024,04:50:00 -0300,0,1,4.182,76,,,,,1,4
05/17/2024,04:55:00 -0300,0,1,4.184,39,,,,,2,5
05/17/2024,05:00:00 -0300,0,1,4.184,28,,,,,2,5
05/17/2024,05:05:00 -0300,0,1,4.176,37,,,,,1,4
05/17/2024,05:10:00 -0300,0,1,4.175,37,,,,,1,4
05/17/2024,05:15:00 -0300,0,1,4.17,28,,,,,2,6
05/17/2024,05:20:00 -0300,0,2,4.179,27,,,,,1,7
05/17/2024,05:25:00 -0300,0,4,4.182,22,,,,,1,5
05/17/2024,05:30:00 -0300,0,6,4.184,22,,,,,2,7
05/17/2024,05:35:00 -0300,0,7,4.172,1,,,,,1,6
05/17/2024,05:40:00 -0300,0,8,4.184,138,,,,,1,5
05/17/2024,05:45:00 -0300,0,13,4.19,21,,,,,2,7
05/17/2024,05:50:00 -0300,0,23,4.197,17,,,,,2,6
05/17/2024,05:55:00 -0300,0,31,4.205,13,,,,,2,6
05/17/2024,06:00:00 -0300,0,36,4.215,15,,,,,1,6
05/17/2024,06:05:00 -0300,0,46,4.227,18,,,,,2,5
05/17/2024,06:10:00 -0300,0,48,4.236,15,,,,,1,4
05/17/2024,06:15:00 -0300,0,53,4.184,15,,,,,2,5
05/17/2024,06:20:00 -0300,0,92,4.235,3,,,,,1,5
05/17/2024,06:25:00 -0300,0,73,4.266,6,,,,,2,5
05/17/2024,06:30:00 -0300,0,78,4.293,21,,,,,2,6
05/17/2024,06:35:00 -0300,0,68,4.299,28,,,,,5,8
05/17/2024,06:40:00 -0300,0,157,4.305,18,,,,,2,8
05/17/2024,06:45:00 -0300,0,168,4.299,15,,,,,2,6
05/17/2024,06:50:00 -0300,0,173,4.298,21,,,,,5,10
05/17/2024,06:55:00 -0300,0,184,4.295,20,,,,,4,7
05/17/2024,07:00:00 -0300,0,204,4.29,22,,,,,4,8
05/17/2024,07:05:00 -0300,0,227,4.293,28,,,,,4,8
05/17/2024,07:10:00 -0300,0,238,4.304,51,,,,,5,8
05/17/2024,07:15:00 -0300,0,252,4.313,55,,,,,5,7
05/17/2024,07:20:00 -0300,0,268,4.314,49,,,,,5,8
05/17/2024,07:25:00 -0300,0,282,4.319,60,,,,,6,10
05/17/2024,07:30:00 -0300,0,294,4.307,58,,,,,6,11
05/17/2024,07:35:00 -0300,0,309,4.265,53,,,,,5,10
05/17/2024,07:40:00 -0300,0,322,4.299,63,,,,,7,12
05/17/2024,07:45:00 -0300,0,337,4.29,65,,,,,7,11
05/17/2024,07:50:00 -0300,0,351,4.301,59,,,,,8,12
05/17/2024,07:55:00 -0300,0,366,4.317,45,,,,,8,16
05/17/2024,08:00:00 -0300,0,379,4.302,55,,,,,7,12
05/17/2024,08:05:00 -0300,0,396,4.304,52,,,,,7,13
05/17/2024,08:10:00 -0300,0,409,4.314,56,,,,,7,13
05/17/2024,08:15:00 -0300,0,423,4.301,35,,,,,7,13
05/17/2024,08:20:00 -0300,0,438,4.313,39,,,,,7,14
05/17/2024,08:25:00 -0300,0,453,4.292,44,,,,,7,13
05/17/2024,08:30:00 -0300,0,466,4.293,48,,,,,7,11
05/17/2024,08:35:00 -0300,0,481,4.316,44,,,,,7,12
05/17/2024,08:40:00 -0300,0,494,4.302,59,,,,,7,13
05/17/2024,08:45:00 -0300,0,498,4.323,35,,,,,7,12
05/17/2024,08:50:00 -0300,0,529,4.292,49,,,,,6,12
05/17/2024,08:55:00 -0300,0,538,4.293,52,,,,,8,13
05/17/2024,09:00:00 -0300,0,566,4.301,45,,,,,6,12
05/17/2024,09:05:00 -0300,0,583,4.323,35,,,,,6,13
05/17/2024,09:10:00 -0300,0,583,4.305,46,,,,,6,10
05/17/2024,09:15:00 -0300,0,587,4.298,34,,,,,7,12
05/17/2024,09:20:00 -0300,0,603,4.302,53,,,,,7,12
05/17/2024,09:25:00 -0300,0,629,4.302,42,,,,,6,11
05/17/2024,09:30:00 -0300,0,439,4.32,15,,,,,7,14
05/17/2024,09:35:00 -0300,0,423,4.296,21,,,,,8,17
05/17/2024,09:40:00 -0300,0,359,4.302,22,,,,,8,14
05/17/2024,09:45:00 -0300,0,359,4.322,34,,,,,8,17
05/17/2024,09:50:00 -0300,0,356,4.301,35,,,,,11,18
05/17/2024,09:55:00 -0300,0,363,4.301,32,,,,,10,14
05/17/2024,10:00:00 -0300,0,377,4.323,34,,,,,7,13
05/17/2024,10:05:00 -0300,0,461,4.301,34,,,,,8,17
05/17/2024,10:10:00 -0300,0,528,4.316,22,,,,,10,14
05/17/2024,10:15:00 -0300,0,626,4.304,21,,,,,8,14
05/17/2024,10:20:00 -0300,0,811,4.292,37,,,,,10,16
05/17/2024,10:25:00 -0300,0,803,4.295,49,,,,,10,17
05/17/2024,10:30:00 -0300,0,768,4.302,35,,,,,11,16
05/17/2024,10:35:00 -0300,0,768,4.304,22,,,,,10,16
05/17/2024,10:40:00 -0300,0,783,4.299,27,,,,,8,13
05/17/2024,10:45:00 -0300,0,786,4.302,29,,,,,8,13
05/17/2024,10:50:00 -0300,0,794,4.304,13,,,,,8,14
05/17/2024,10:55:00 -0300,0,804,4.292,18,,,,,8,13
05/17/2024,11:00:00 -0300,0,814,4.301,14,,,,,10,16
05/17/2024,11:05:00 -0300,0,859,4.322,32,,,,,7,16
05/17/2024,11:10:00 -0300,0,891,4.305,25,,,,,7,13
05/17/2024,11:15:00 -0300,0,884,4.299,21,,,,,8,14
05/17/2024,11:20:00 -0300,0,907,4.304,39,,,,,6,11
05/17/2024,11:25:00 -0300,0,779,4.292,17,,,,,8,16
05/17/2024,11:30:00 -0300,0,809,4.29,14,,,,,8,14
05/17/2024,11:35:00 -0300,0,857,4.305,22,,,,,10,17
05/17/2024,11:40:00 -0300,0,924,4.302,41,,,,,12,17
05/17/2024,11:45:00 -0300,0,878,4.311,46,,,,,11,18
05/17/2024,11:50:00 -0300,0,863,4.299,29,,,,,10,16
05/17/2024,11:55:00 -0300,0,831,4.302,22,,,,,8,14
05/17/2024,12:00:00 -0300,0,869,4.313,21,,,,,8,14
05/17/2024,12:05:00 -0300,0,879,4.302,28,,,,,7,12
05/17/2024,12:10:00 -0300,0,904,4.304,24,,,,,10,16
05/17/2024,12:15:00 -0300,0,943,4.292,35,,,,,10,17
05/17/2024,12:20:00 -0300,0,969,4.311,18,,,,,12,17
05/17/2024,12:25:00 -0300,0,916,4.304,38,,,,,12,18
05/17/2024,12:30:00 -0300,0,907,4.304,39,,,,,12,19
05/17/2024,12:35:00 -0300,0,906,4.299,31,,,,,10,18
05/17/2024,12:40:00 -0300,0,903,4.302,22,,,,,11,18
05/17/2024,12:45:00 -0300,0,899,4.313,25,,,,,12,19
05/17/2024,12:50:00 -0300,0,898,4.293,49,,,,,12,22
05/17/2024,12:55:00 -0300,0,897,4.304,29,,,,,10,17
05/17/2024,13:00:00 -0300,0,894,4.304,27,,,,,10,16
05/17/2024,13:05:00 -0300,0,891,4.299,27,,,,,7,13
05/17/2024,13:10:00 -0300,0,893,4.304,25,,,,,8,14
05/17/2024,13:15:00 -0300,0,891,4.29,41,,,,,10,14
05/17/2024,13:20:00 -0300,0,884,4.301,29,,,,,12,20
05/17/2024,13:25:00 -0300,0,884,4.323,14,,,,,10,17
05/17/2024,13:30:00 -0300,0,879,4.302,29,,,,,12,18
05/17/2024,13:35:00 -0300,0,877,4.296,42,,,,,11,17
05/17/2024,13:40:00 -0300,0,872,4.302,13,,,,,11,18
05/17/2024,13:45:00 -0300,0,869,4.298,13,,,,,10,16
05/17/2024,13:50:00 -0300,0,864,4.316,25,,,,,8,16
05/17/2024,13:55:00 -0300,0,863,4.307,18,,,,,8,19
05/17/2024,14:00:00 -0300,0,856,4.31,25,,,,,8,13
05/17/2024,14:05:00 -0300,0,849,4.302,39,,,,,8,14
05/17/2024,14:10:00 -0300,0,847,4.304,44,,,,,7,13
05/17/2024,14:15:00 -0300,0,839,4.31,27,,,,,7,17
05/17/2024,14:20:00 -0300,0,834,4.307,45,,,,,6,13
05/17/2024,14:25:00 -0300,0,828,4.302,48,,,,,8,18
05/17/2024,14:30:00 -0300,0,823,4.307,44,,,,,8,12
05/17/2024,14:35:00 -0300,0,814,4.304,52,,,,,10,18
05/17/2024,14:40:00 -0300,0,808,4.323,51,,,,,12,18
05/17/2024,14:45:00 -0300,0,802,4.304,45,,,,,8,13
05/17/2024,14:50:00 -0300,0,792,4.305,41,,,,,8,13
05/17/2024,14:55:00 -0300,0,783,4.304,51,,,,,10,16
05/17/2024,15:00:00 -0300,0,779,4.31,51,,,,,7,14
05/17/2024,15:05:00 -0300,0,771,4.316,42,,,,,7,12
05/17/2024,15:10:00 -0300,0,766,4.307,44,,,,,7,16
05/17/2024,15:15:00 -0300,0,753,4.286,45,,,,,6,13
05/17/2024,15:20:00 -0300,0,742,4.304,59,,,,,8,16
05/17/2024,15:25:00 -0300,0,734,4.304,51,,,,,10,16
05/17/2024,15:30:00 -0300,0,724,4.296,46,,,,,8,17
05/17/2024,15:35:00 -0300,0,713,4.302,27,,,,,6,11
05/17/2024,15:40:00 -0300,0,706,4.304,38,,,,,8,14
05/17/2024,15:45:00 -0300,0,693,4.299,41,,,,,10,14
05/17/2024,15:50:00 -0300,0,683,4.302,56,,,,,10,16
05/17/2024,15:55:00 -0300,0,672,4.304,62,,,,,10,17
05/17/2024,16:00:00 -0300,0,662,4.31,55,,,,,10,14
05/17/2024,16:05:00 -0300,0,651,4.302,35,,,,,8,16
05/17/2024,16:10:00 -0300,0,638,4.29,31,,,,,10,14
05/17/2024,16:15:00 -0300,0,628,4.295,29,,,,,8,14
05/17/2024,16:20:00 -0300,0,616,4.304,22,,,,,10,17
05/17/2024,16:25:00 -0300,0,606,4.302,27,,,,,11,18
05/17/2024,16:30:00 -0300,0,593,4.284,34,,,,,10,17
05/17/2024,16:35:00 -0300,0,582,4.302,35,,,,,10,16
05/17/2024,16:40:00 -0300,0,568,4.302,55,,,,,11,17
05/17/2024,16:45:00 -0300,0,557,4.299,52,,,,,11,17
05/17/2024,16:50:00 -0300,0,543,4.304,59,,,,,11,18
05/17/2024,16:55:00 -0300,0,529,4.304,58,,,,,11,18
05/17/2024,17:00:00 -0300,0,517,4.308,53,,,,,11,17
05/17/2024,17:05:00 -0300,0,503,4.305,53,,,,,13,19
05/17/2024,17:10:00 -0300,0,491,4.301,45,,,,,12,18
05/17/2024,17:15:00 -0300,0,476,4.296,41,,,,,11,18
05/17/2024,17:20:00 -0300,0,463,4.302,53,,,,,11,18
05/17/2024,17:25:00 -0300,0,449,4.304,58,,,,,10,17
05/17/2024,17:30:00 -0300,0,438,4.283,56,,,,,10,16
05/17/2024,17:35:00 -0300,0,424,4.302,41,,,,,8,16
05/17/2024,17:40:00 -0300,0,411,4.304,34,,,,,8,16
05/17/2024,17:45:00 -0300,0,396,4.311,58,,,,,11,18
05/17/2024,17:50:00 -0300,0,383,4.305,45,,,,,10,14
05/17/2024,17:55:00 -0300,0,368,4.299,45,,,,,8,12
05/17/2024,18:00:00 -0300,0,354,4.31,55,,,,,11,17
05/17/2024,18:05:00 -0300,0,341,4.301,51,,,,,11,18
05/17/2024,18:10:00 -0300,0,324,4.302,51,,,,,10,14
05/17/2024,18:15:00 -0300,0,313,4.284,53,,,,,8,18
05/17/2024,18:20:00 -0300,0,298,4.311,59,,,,,10,16
05/17/2024,18:25:00 -0300,0,284,4.302,55,,,,,10,14
05/17/2024,18:30:00 -0300,0,268,4.304,44,,,,,10,16
05/17/2024,18:35:00 -0300,0,257,4.311,51,,,,,8,13
05/17/2024,18:40:00 -0300,0,242,4.295,32,,,,,8,17
05/17/2024,18:45:00 -0300,0,228,4.287,48,,,,,11,17
05/17/2024,18:50:00 -0300,0,209,4.298,39,,,,,10,16
05/17/2024,18:55:00 -0300,0,198,4.311,45,,,,,11,16
05/17/2024,19:00:00 -0300,0,186,4.296,42,,,,,10,16
05/17/2024,19:05:00 -0300,0,176,4.304,48,,,,,10,17
05/17/2024,19:10:00 -0300,0,164,4.307,48,,,,,8,13
05/17/2024,19:15:00 -0300,0,152,4.301,59,,,,,10,16
05/17/2024,19:20:00 -0300,0,141,4.301,52,,,,,8,17
05/17/2024,19:25:00 -0300,0,128,4.289,58,,,,,11,16
05/17/2024,19:30:00 -0300,0,118,4.293,49,,,,,8,14
05/17/2024,19:35:00 -0300,0,107,4.299,45,,,,,7,12
05/17/2024,19:40:00 -0300,0,92,4.295,53,,,,,6,11
05/17/2024,19:45:00 -0300,0,63,4.284,45,,,,,6,10
05/17/2024,19:50:00 -0300,0,68,4.301,56,,,,,7,12
05/17/2024,19:55:00 -0300,0,39,4.298,48,,,,,6,12
05/17/2024,20:00:00 -0300,0,31,4.292,32,,,,,6,10
05/17/2024,20:05:00 -0300,0,19,4.293,32,,,,,7,12
05/17/2024,20:10:00 -0300,0,12,4.296,34,,,,,7,12
05/17/2024,20:15:00 -0300,0,8,4.278,39,,,,,7,13
05/17/2024,20:20:00 -0300,0,7,4.271,53,,,,,8,13
05/17/2024,20:25:00 -0300,0,4,4.266,52,,,,,7,12
05/17/2024,20:30:00 -0300,0,3,4.256,56,,,,,7,12
05/17/2024,20:35:00 -0300,0,3,4.251,55,,,,,6,12
05/17/2024,20:40:00 -0300,0,2,4.25,55,,,,,6,12
05/17/2024,20:45:00 -0300,0,1,4.245,52,,,,,5,7
05/17/2024,20:50:00 -0300,0,1,4.239,58,,,,,6,8
05/17/2024,20:55:00 -0300,0,1,4.239,49,,,,,6,10
05/17/2024,21:00:00 -0300,0,1,4.233,41,,,,,6,10
05/17/2024,21:05:00 -0300,0,1,4.233,41,,,,,7,11
05/17/2024,21:10:00 -0300,0,1,4.233,46,,,,,6,11
05/17/2024,21:15:00 -0300,0,1,4.23,49,,,,,6,10
05/17/2024,21:20:00 -0300,0,1,4.227,46,,,,,6,10
05/17/2024,21:25:00 -0300,0,1,4.229,51,,,,,7,11
05/17/2024,21:30:00 -0300,0,1,4.221,48,,,,,7,13
05/17/2024,21:35:00 -0300,0,1,4.224,67,,,,,5,8
05/17/2024,21:40:00 -0300,0,1,4.226,73,,,,,7,12
05/17/2024,21:45:00 -0300,0,1,4.22,73,,,,,6,10
05/17/2024,21:50:00 -0300,0,1,4.221,56,,,,,7,10
05/17/2024,21:55:00 -0300,0,1,4.221,76,,,,,4,7
05/17/2024,22:00:00 -0300,0,1,4.217,73,,,,,2,6
05/17/2024,22:05:00 -0300,0,1,4.218,72,,,,,1,6
05/17/2024,22:10:00 -0300,0,1,4.218,69,,,,,2,5
05/17/2024,22:15:00 -0300,0,1,4.214,52,,,,,2,4
05/17/2024,22:20:00 -0300,0,1,4.215,52,,,,,2,4
05/17/2024,22:25:00 -0300,0,1,4.218,52,,,,,0,2
05/17/2024,22:30:00 -0300,0,1,4.212,52,,,,,0,4
05/17/2024,22:35:00 -0300,0,1,4.214,49,,,,,1,4
05/17/2024,22:40:00 -0300,0,1,4.215,52,,,,,4,7
05/17/2024,22:45:00 -0300,0,1,4.212,46,,,,,4,7
05/17/2024,22:50:00 -0300,0,1,4.211,56,,,,,6,10
05/17/2024,22:55:00 -0300,0,1,4.212,60,,,,,6,12
05/17/2024,23:00:00 -0300,0,1,4.208,69,,,,,2,7
05/17/2024,23:05:00 -0300,0,1,4.209,88,,,,,1,6
05/17/2024,23:10:00 -0300,0,1,4.212,91,,,,,1,4
05/17/2024,23:15:00 -0300,0,1,4.209,93,,,,,1,2
05/17/2024,23:20:00 -0300,0,1,4.208,105,,,,,2,4
05/17/2024,23:25:00 -0300,0,1,4.209,107,,,,,1,4
05/17/2024,23:30:00 -0300,0,1,4.203,107,,,,,1,2
05/17/2024,23:35:00 -0300,0,1,4.206,107,,,,,0,2
05/17/2024,23:40:00 -0300,0,1,4.208,107,,,,,1,5
05/17/2024,23:45:00 -0300,0,1,4.202,87,,,,,2,5
05/17/2024,23:50:00 -0300,0,1,4.205,80,,,,,2,4
05/17/2024,23:55:00 -0300,0,1,4.206,87,,,,,2,5
05/18/2024,00:00:00 -0300,0,1,4.202,97,,,,,2,5
05/18/2024,00:05:00 -0300,0,1,4.205,77,,,,,5,7
05/18/2024,00:10:00 -0300,0,1,4.205,65,,,,,6,8
05/18/2024,00:15:00 -0300,0,1,4.203,42,,,,,4,7
05/18/2024,00:20:00 -0300,0,1,4.203,39,,,,,5,8
05/18/2024,00:25:00 -0300,0,1,4.205,51,,,,,7,10
05/18/2024,00:30:00 -0300,0,1,4.199,56,,,,,7,10
05/18/2024,00:35:00 -0300,0,1,4.202,59,,,,,7,10
05/18/2024,00:40:00 -0300,0,1,4.203,56,,,,,6,8
05/18/2024,00:45:00 -0300,0,1,4.2,62,,,,,7,11
05/18/2024,00:50:00 -0300,0,1,4.202,62,,,,,5,8
05/18/2024,00:55:00 -0300,0,1,4.203,65,,,,,4,6
05/18/2024,01:00:00 -0300,0,1,4.199,59,,,,,4,6
05/18/2024,01:05:00 -0300,0,1,4.2,90,,,,,2,5
05/18/2024,01:10:00 -0300,0,1,4.202,70,,,,,4,6
05/18/2024,01:15:00 -0300,0,1,4.199,28,,,,,5,8
05/18/2024,01:20:00 -0300,0,1,4.199,49,,,,,4,7
05/18/2024,01:25:00 -0300,0,1,4.2,63,,,,,5,6
05/18/2024,01:30:00 -0300,0,1,4.193,62,,,,,4,6
05/18/2024,01:35:00 -0300,0,1,4.197,53,,,,,4,5
05/18/2024,01:40:00 -0300,0,1,4.199,45,,,,,2,5
05/18/2024,01:45:00 -0300,0,1,4.194,45,,,,,2,4
05/18/2024,01:50:00 -0300,0,1,4.197,60,,,,,5,7
05/18/2024,01:55:00 -0300,0,1,4.199,62,,,,,5,7
