Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP"
05/11/2024,14:10:00 -0300,0,402,4.311,35,,,,,7,13
05/11/2024,14:15:00 -0300,0,397,4.302,41,,,,,10,16
05/11/2024,14:20:00 -0300,0,378,4.304,44,,,,,11,20
05/11/2024,14:25:00 -0300,0,386,4.298,38,,,,,12,19
05/11/2024,14:30:00 -0300,0,343,4.275,38,,,,,12,17
05/11/2024,14:35:00 -0300,0,308,4.287,58,,,,,12,19
05/11/2024,14:40:00 -0300,0,277,4.308,41,,,,,8,18
05/11/2024,14:45:00 -0300,0,282,4.299,46,,,,,10,17
05/11/2024,14:50:00 -0300,0,293,4.308,39,,,,,11,17
05/11/2024,14:55:00 -0300,0,312,4.299,55,,,,,11,17
05/11/2024,15:00:00 -0300,0,292,4.281,51,,,,,10,19
05/11/2024,15:05:00 -0300,0,229,4.283,39,,,,,11,17
05/11/2024,15:10:00 -0300,0,211,4.284,45,,,,,10,16
05/11/2024,15:15:00 -0300,0,217,4.298,44,,,,,11,18
05/11/2024,15:20:00 -0300,0,238,4.304,59,,,,,11,18
05/11/2024,15:25:00 -0300,0,268,4.295,52,,,,,11,17
05/11/2024,15:30:00 -0300,0,281,4.278,46,,,,,12,19
05/11/2024,15:35:00 -0300,0,277,4.289,45,,,,,11,17
05/11/2024,15:40:00 -0300,0,284,4.289,45,,,,,11,17
05/11/2024,15:45:00 -0300,0,289,4.286,53,,,,,11,17
05/11/2024,15:50:00 -0300,0,316,4.305,48,,,,,12,18
05/11/2024,15:55:00 -0300,0,308,4.307,59,,,,,11,18
05/11/2024,16:00:00 -0300,0,267,4.29,49,,,,,11,17
05/11/2024,16:05:00 -0300,0,264,4.293,45,,,,,11,16
05/11/2024,16:10:00 -0300,0,274,4.305,49,,,,,10,17
05/11/2024,16:15:00 -0300,0,254,4.301,42,,,,,8,13
05/11/2024,16:20:00 -0300,0,254,4.296,39,,,,,8,16
05/11/2024,16:25:00 -0300,0,223,4.302,44,,,,,10,16
05/11/2024,16:30:00 -0300,0,217,4.299,53,,,,,8,17
05/11/2024,16:35:00 -0300,0,224,4.305,52,,,,,10,16
05/11/2024,16:40:00 -0300,0,223,4.299,46,,,,,10,16
05/11/2024,16:45:00 -0300,0,222,4.295,51,,,,,8,16
05/11/2024,16:50:00 -0300,0,179,4.316,51,,,,,10,17
05/11/2024,16:55:00 -0300,0,143,4.304,46,,,,,8,16
05/11/2024,17:00:00 -0300,0,129,4.305,49,,,,,8,13
05/11/2024,17:05:00 -0300,0,151,4.296,46,,,,,7,13
05/11/2024,17:10:00 -0300,0,161,4.298,45,,,,,8,12
05/11/2024,17:15:00 -0300,0,163,4.286,53,,,,,11,17
05/11/2024,17:20:00 -0300,0,171,4.313,56,,,,,12,18
05/11/2024,17:25:00 -0300,0,166,4.304,60,,,,,14,20
05/11/2024,17:30:00 -0300,0,158,4.299,60,,,,,12,19
05/11/2024,17:35:00 -0300,0,146,4.289,66,,,,,13,22
05/11/2024,17:40:00 -0300,0,134,4.311,65,,,,,14,22
05/11/2024,17:45:00 -0300,0,123,4.295,60,,,,,10,14
05/11/2024,17:50:00 -0300,0,117,4.313,59,,,,,11,17
05/11/2024,17:55:00 -0300,0,109,4.295,59,,,,,12,18
05/11/2024,18:00:00 -0300,0,103,4.289,62,,,,,11,17
05/11/2024,18:05:00 -0300,0,103,4.304,56,,,,,11,18
05/11/2024,18:10:00 -0300,0,102,4.305,60,,,,,13,18
05/11/2024,18:15:00 -0300,0,98,4.301,59,,,,,12,17
05/11/2024,18:20:00 -0300,0,94,4.305,63,,,,,13,20
05/11/2024,18:25:00 -0300,0,96,4.302,65,,,,,11,18
05/11/2024,18:30:00 -0300,0,94,4.302,63,,,,,11,20
05/11/2024,18:35:00 -0300,0,99,4.299,60,,,,,12,17
05/11/2024,18:40:00 -0300,0,98,4.299,65,,,,,12,17
05/11/2024,18:45:00 -0300,0,102,4.296,60,,,,,11,19
05/11/2024,18:50:00 -0300,0,108,4.295,66,,,,,13,20
05/11/2024,18:55:00 -0300,0,112,4.301,65,,,,,13,20
05/11/2024,19:00:00 -0300,0,123,4.301,67,,,,,13,19
05/11/2024,19:05:00 -0300,0,131,4.308,65,,,,,11,19
05/11/2024,19:10:00 -0300,0,138,4.283,65,,,,,14,22
05/11/2024,19:15:00 -0300,0,151,4.271,69,,,,,12,18
05/11/2024,19:20:00 -0300,0,172,4.292,62,,,,,11,18
05/11/2024,19:25:00 -0300,0,221,4.295,63,,,,,11,20
05/11/2024,19:30:00 -0300,0,199,4.277,63,,,,,13,18
05/11/2024,19:35:00 -0300,0,177,4.28,65,,,,,16,22
05/11/2024,19:40:00 -0300,0,127,4.281,66,,,,,16,23
05/11/2024,19:45:00 -0300,0,89,4.272,65,,,,,13,19
05/11/2024,19:50:00 -0300,0,72,4.298,65,,,,,13,19
05/11/2024,19:55:00 -0300,0,71,4.295,60,,,,,13,23
05/11/2024,20:00:00 -0300,0,46,4.284,58,,,,,12,18
05/11/2024,20:05:00 -0300,0,38,4.268,58,,,,,11,18
05/11/2024,20:10:00 -0300,0,31,4.268,58,,,,,11,17
05/11/2024,20:15:00 -0300,0,24,4.253,58,,,,,10,16
05/11/2024,20:20:00 -0300,0,21,4.239,59,,,,,8,14
05/11/2024,20:25:00 -0300,0,14,4.232,53,,,,,8,12
05/11/2024,20:30:00 -0300,0,12,4.223,52,,,,,8,16
05/11/2024,20:35:00 -0300,0,8,4.217,51,,,,,8,14
05/11/2024,20:40:00 -0300,0,6,4.211,49,,,,,7,14
05/11/2024,20:45:00 -0300,0,2,4.205,48,,,,,7,13
05/11/2024,20:50:00 -0300,0,1,4.202,48,,,,,6,10
05/11/2024,20:55:00 -0300,0,1,4.199,42,,,,,7,12
05/11/2024,21:00:00 -0300,0,1,4.197,48,,,,,6,12
05/11/2024,21:05:00 -0300,0,1,4.194,41,,,,,7,11
05/11/2024,21:10:00 -0300,0,1,4.193,45,,,,,7,11
05/11/2024,21:15:00 -0300,0,1,4.19,45,,,,,6,12
05/11/2024,21:20:00 -0300,0,1,4.19,44,,,,,7,16
05/11/2024,21:25:00 -0300,0,1,4.188,45,,,,,7,12
05/11/2024,21:30:00 -0300,0,1,4.187,51,,,,,8,16
05/11/2024,21:35:00 -0300,0,1,4.185,55,,,,,8,14
05/11/2024,21:40:00 -0300,0,1,4.184,52,,,,,8,16
05/11/2024,21:45:00 -0300,0,1,4.181,55,,,,,11,18
05/11/2024,21:50:00 -0300,0,1,4.182,59,,,,,10,14
05/11/2024,21:55:00 -0300,0,1,4.181,63,,,,,8,13
05/11/2024,22:00:00 -0300,0,1,4.178,65,,,,,8,12
05/11/2024,22:05:00 -0300,0,1,4.179,62,,,,,10,14
05/11/2024,22:10:00 -0300,0,1,4.178,62,,,,,11,17
05/11/2024,22:15:00 -0300,0,1,4.175,62,,,,,11,17
05/11/2024,22:20:00 -0300,0,1,4.175,67,,,,,11,17
05/11/2024,22:25:00 -0300,0,1,4.175,65,,,,,11,16
05/11/2024,22:30:00 -0300,0,1,4.173,63,,,,,12,18
05/11/2024,22:35:00 -0300,0,1,4.172,65,,,,,12,17
05/11/2024,22:40:00 -0300,0,1,4.172,65,,,,,12,17
05/11/2024,22:45:00 -0300,0,1,4.17,65,,,,,12,19
05/11/2024,22:50:00 -0300,0,1,4.181,67,,,,,12,20
05/11/2024,22:55:00 -0300,0,1,4.182,69,,,,,13,22
05/11/2024,23:00:00 -0300,0,1,4.179,65,,,,,14,23
05/11/2024,23:05:00 -0300,0,1,4.181,66,,,,,14,23
05/11/2024,23:10:00 -0300,0,1,4.182,66,,,,,13,22
05/11/2024,23:15:00 -0300,0,1,4.176,67,,,,,14,23
05/11/2024,23:20:00 -0300,0,1,4.179,60,,,,,12,23
05/11/2024,23:25:00 -0300,0,1,4.178,67,,,,,12,22
05/11/2024,23:30:00 -0300,0,1,4.175,62,,,,,12,20
05/11/2024,23:35:00 -0300,0,1,4.176,63,,,,,13,23
05/11/2024,23:40:00 -0300,0,1,4.176,66,,,,,14,22
05/11/2024,23:45:00 -0300,0,1,4.173,66,,,,,13,20
05/11/2024,23:50:00 -0300,0,1,4.173,63,,,,,12,25
05/11/2024,23:55:00 -0300,0,1,4.173,67,,,,,12,19
05/12/2024,00:00:00 -0300,0,1,4.17,62,,,,,12,17
05/12/2024,00:05:00 -0300,0,1,4.17,59,,,,,12,22
05/12/2024,00:10:00 -0300,0,1,4.17,62,,,,,11,17
05/12/2024,00:15:00 -0300,0,1,4.169,62,,,,,12,19
05/12/2024,00:20:00 -0300,0,1,4.167,67,,,,,11,18
05/12/2024,00:25:00 -0300,0,1,4.169,69,,,,,13,22
05/12/2024,00:30:00 -0300,0,1,4.164,65,,,,,12,23
05/12/2024,00:35:00 -0300,0,1,4.164,62,,,,,12,18
05/12/2024,00:40:00 -0300,0,1,4.164,65,,,,,12,20
05/12/2024,00:45:00 -0300,0,1,4.16,65,,,,,13,20
05/12/2024,00:50:00 -0300,0,1,4.161,69,,,,,13,20
05/12/2024,00:55:00 -0300,0,1,4.161,67,,,,,13,26
05/12/2024,01:00:00 -0300,0,1,4.158,67,,,,,13,23
05/12/2024,01:05:00 -0300,0,1,4.158,69,,,,,14,24
05/12/2024,01:10:00 -0300,0,1,4.158,69,,,,,16,24
05/12/2024,01:15:00 -0300,0,1,4.154,63,,,,,14,24
05/12/2024,01:20:00 -0300,0,1,4.154,60,,,,,17,25
05/12/2024,01:25:00 -0300,0,1,4.154,66,,,,,16,24
05/12/2024,01:30:00 -0300,0,1,4.152,66,,,,,16,24
05/12/2024,01:35:00 -0300,0,1,4.152,65,,,,,16,25
05/12/2024,01:40:00 -0300,0,1,4.152,65,,,,,17,28
05/12/2024,01:45:00 -0300,0,1,4.149,63,,,,,17,24
05/12/2024,01:50:00 -0300,0,1,4.149,63,,,,,14,23
05/12/2024,01:55:00 -0300,0,1,4.149,63,,,,,18,31
05/12/2024,02:00:00 -0300,0,1,4.148,58,,,,,16,29
05/12/2024,02:05:00 -0300,0,1,4.146,63,,,,,19,34
05/12/2024,02:10:00 -0300,0,1,4.148,60,,,,,17,24
05/12/2024,02:15:00 -0300,0,1,4.142,60,,,,,14,24
05/12/2024,02:20:00 -0300,0,1,4.143,60,,,,,16,26
05/12/2024,02:25:00 -0300,0,1,4.146,63,,,,,16,26
05/12/2024,02:30:00 -0300,0,1,4.14,63,,,,,16,24
05/12/2024,02:35:00 -0300,0,1,4.143,60,,,,,17,24
05/12/2024,02:40:00 -0300,0,1,4.143,62,,,,,16,24
05/12/2024,02:45:00 -0300,0,1,4.14,65,,,,,14,24
05/12/2024,02:50:00 -0300,0,1,4.14,65,,,,,14,23
05/12/2024,02:55:00 -0300,0,1,4.142,59,,,,,14,22
05/12/2024,03:00:00 -0300,0,1,4.139,65,,,,,16,25
05/12/2024,03:05:00 -0300,0,1,4.139,66,,,,,17,23
05/12/2024,03:10:00 -0300,0,1,4.14,63,,,,,16,26
05/12/2024,03:15:00 -0300,0,1,4.139,63,,,,,17,32
05/12/2024,03:20:00 -0300,0,1,4.139,59,,,,,18,28
05/12/2024,03:25:00 -0300,0,1,4.14,60,,,,,16,29
05/12/2024,03:30:00 -0300,0,1,4.137,62,,,,,17,31
05/12/2024,03:35:00 -0300,0,1,4.139,63,,,,,18,25
05/12/2024,03:40:00 -0300,0,1,4.139,59,,,,,16,24
05/12/2024,03:45:00 -0300,0,1,4.134,60,,,,,18,35
05/12/2024,03:50:00 -0300,0,1,4.137,60,,,,,17,30
05/12/2024,03:55:00 -0300,0,1,4.139,58,,,,,18,26
05/12/2024,04:00:00 -0300,0,1,4.136,58,,,,,16,24
05/12/2024,04:05:00 -0300,0,1,4.136,59,,,,,17,30
05/12/2024,04:10:00 -0300,0,1,4.137,60,,,,,18,28
05/12/2024,04:15:00 -0300,0,1,4.134,58,,,,,17,24
05/12/2024,04:20:00 -0300,0,1,4.136,60,,,,,18,29
05/12/2024,04:25:00 -0300,0,1,4.137,58,,,,,19,28
05/12/2024,04:30:00 -0300,0,1,4.134,58,,,,,18,31
05/12/2024,04:35:00 -0300,0,1,4.136,58,,,,,17,25
05/12/2024,04:40:00 -0300,0,1,4.136,56,,,,,18,26
05/12/2024,04:45:00 -0300,0,1,4.133,55,,,,,17,30
05/12/2024,04:50:00 -0300,0,1,4.134,51,,,,,17,25
05/12/2024,04:55:00 -0300,0,1,4.136,56,,,,,16,24
05/12/2024,05:00:00 -0300,0,1,4.133,52,,,,,17,25
05/12/2024,05:05:00 -0300,0,1,4.133,53,,,,,17,31
05/12/2024,05:10:00 -0300,0,1,4.134,56,,,,,19,29
05/12/2024,05:15:00 -0300,0,1,4.13,58,,,,,18,37
05/12/2024,05:20:00 -0300,0,1,4.133,58,,,,,17,26
05/12/2024,05:25:00 -0300,0,1,4.134,55,,,,,17,29
05/12/2024,05:30:00 -0300,0.2,1,4.131,52,,,,,18,26
05/12/2024,05:35:00 -0300,0,1,4.131,56,,,,,17,25
05/12/2024,05:40:00 -0300,0,1,4.133,53,,,,,17,29
05/12/2024,05:45:00 -0300,0,1,4.131,55,,,,,19,31
05/12/2024,05:50:00 -0300,0,2,4.133,52,,,,,18,32
05/12/2024,05:55:00 -0300,0,3,4.136,53,,,,,19,31
05/12/2024,06:00:00 -0300,0,4,4.133,55,,,,,17,31
05/12/2024,06:05:00 -0300,0,7,4.136,53,,,,,17,26
05/12/2024,06:10:00 -0300,0,11,4.14,49,,,,,17,26
05/12/2024,06:15:00 -0300,0,14,4.145,52,,,,,17,26
05/12/2024,06:20:00 -0300,0,17,4.146,52,,,,,17,30
05/12/2024,06:25:00 -0300,0,18,4.152,52,,,,,17,29
05/12/2024,06:30:00 -0300,0,24,4.151,49,,,,,18,31
05/12/2024,06:35:00 -0300,0.2,31,4.16,52,,,,,18,29
05/12/2024,06:40:00 -0300,0,34,4.173,53,,,,,17,28
05/12/2024,06:45:00 -0300,0,41,4.178,53,,,,,17,29
05/12/2024,06:50:00 -0300,0,41,4.187,52,,,,,18,29
05/12/2024,06:55:00 -0300,0,42,4.203,51,,,,,17,28
05/12/2024,07:00:00 -0300,0,43,4.208,52,,,,,17,26
05/12/2024,07:05:00 -0300,0,53,4.218,49,,,,,14,28
05/12/2024,07:10:00 -0300,0,61,4.253,48,,,,,14,25
05/12/2024,07:15:00 -0300,0,66,4.263,48,,,,,14,25
05/12/2024,07:20:00 -0300,0,69,4.277,51,,,,,16,31
05/12/2024,07:25:00 -0300,0,68,4.298,48,,,,,14,29
05/12/2024,07:30:00 -0300,0,81,4.283,45,,,,,14,28
05/12/2024,07:35:00 -0300,0.2,91,4.308,45,,,,,13,23
05/12/2024,07:40:00 -0300,0,101,4.308,48,,,,,13,24
05/12/2024,07:45:00 -0300,0,111,4.307,48,,,,,16,26
05/12/2024,07:50:00 -0300,0,116,4.299,49,,,,,14,26
05/12/2024,07:55:00 -0300,0,122,4.29,45,,,,,16,23
05/12/2024,08:00:00 -0300,0,123,4.278,45,,,,,16,26
05/12/2024,08:05:00 -0300,0,118,4.305,44,,,,,14,24
05/12/2024,08:10:00 -0300,0,117,4.299,45,,,,,14,25
05/12/2024,08:15:00 -0300,0.2,122,4.304,45,,,,,13,23
05/12/2024,08:20:00 -0300,0,128,4.32,46,,,,,13,25
05/12/2024,08:25:00 -0300,0,124,4.308,44,,,,,14,28
05/12/2024,08:30:00 -0300,0,104,4.308,46,,,,,14,25
05/12/2024,08:35:00 -0300,0,92,4.308,44,,,,,13,25
05/12/2024,08:40:00 -0300,0,108,4.29,42,,,,,13,24
05/12/2024,08:45:00 -0300,0,102,4.284,44,,,,,13,25
05/12/2024,08:50:00 -0300,0,118,4.302,41,,,,,12,22
05/12/2024,08:55:00 -0300,0,132,4.311,39,,,,,11,22
05/12/2024,09:00:00 -0300,0,132,4.287,31,,,,,11,22
05/12/2024,09:05:00 -0300,0,179,4.292,41,,,,,8,19
05/12/2024,09:10:00 -0300,0,219,4.295,38,,,,,11,20
05/12/2024,09:15:00 -0300,0,259,4.281,35,,,,,8,18
05/12/2024,09:20:00 -0300,0,271,4.305,28,,,,,8,16
05/12/2024,09:25:00 -0300,0.2,321,4.311,29,,,,,7,12
05/12/2024,09:30:00 -0300,0,337,4.302,22,,,,,7,16
05/12/2024,09:35:00 -0300,0,338,4.326,22,,,,,7,19
05/12/2024,09:40:00 -0300,0,418,4.307,22,,,,,10,19
05/12/2024,09:45:00 -0300,0,449,4.307,22,,,,,8,16
05/12/2024,09:50:00 -0300,0,492,4.325,13,,,,,7,20
05/12/2024,09:55:00 -0300,0,428,4.302,7,,,,,7,14
05/12/2024,10:00:00 -0300,0,359,4.311,7,,,,,7,19
05/12/2024,10:05:00 -0300,0,342,4.289,6,,,,,7,16
05/12/2024,10:10:00 -0300,0,336,4.305,0,,,,,6,16
05/12/2024,10:15:00 -0300,0,318,4.29,354,,,,,7,19
05/12/2024,10:20:00 -0300,0,309,4.308,358,,,,,8,18
05/12/2024,10:25:00 -0300,0,264,4.308,357,,,,,8,19
05/12/2024,10:30:00 -0300,0,262,4.308,357,,,,,8,20
05/12/2024,10:35:00 -0300,0,259,4.325,358,,,,,8,22
05/12/2024,10:40:00 -0300,0,242,4.307,355,,,,,8,18
05/12/2024,10:45:00 -0300,0,209,4.301,344,,,,,7,16
05/12/2024,10:50:00 -0300,0,207,4.293,345,,,,,7,17
05/12/2024,10:55:00 -0300,0,207,4.296,345,,,,,7,14
05/12/2024,11:00:00 -0300,0,208,4.281,345,,,,,8,17
05/12/2024,11:05:00 -0300,0,214,4.304,343,,,,,7,18
05/12/2024,11:10:00 -0300,0,196,4.31,347,,,,,7,17
05/12/2024,11:15:00 -0300,0,201,4.305,347,,,,,6,13
05/12/2024,11:20:00 -0300,0,212,4.331,355,,,,,8,18
05/12/2024,11:25:00 -0300,0,217,4.308,350,,,,,7,20
05/12/2024,11:30:00 -0300,0,231,4.311,355,,,,,10,22
05/12/2024,11:35:00 -0300,0,226,4.289,357,,,,,6,17
05/12/2024,11:40:00 -0300,0,219,4.307,354,,,,,7,17
05/12/2024,11:45:00 -0300,0,246,4.292,344,,,,,10,19
05/12/2024,11:50:00 -0300,0,253,4.308,337,,,,,8,18
05/12/2024,11:55:00 -0300,0,231,4.308,345,,,,,7,18
05/12/2024,12:00:00 -0300,0,223,4.308,333,,,,,7,18
05/12/2024,12:05:00 -0300,0,193,4.323,344,,,,,7,18
05/12/2024,12:10:00 -0300,0,173,4.307,343,,,,,8,18
05/12/2024,12:15:00 -0300,0,174,4.301,334,,,,,7,13
05/12/2024,12:20:00 -0300,0,188,4.293,341,,,,,7,18
05/12/2024,12:25:00 -0300,0,192,4.296,345,,,,,8,17
05/12/2024,12:30:00 -0300,0,194,4.283,348,,,,,7,16
05/12/2024,12:35:00 -0300,0,201,4.304,345,,,,,7,14
05/12/2024,12:40:00 -0300,0,204,4.31,333,,,,,8,17
05/12/2024,12:45:00 -0300,0,194,4.304,347,,,,,8,20
05/12/2024,12:50:00 -0300,0,167,4.331,348,,,,,8,17
05/12/2024,12:55:00 -0300,0,226,4.307,348,,,,,7,17
05/12/2024,13:00:00 -0300,0,226,4.31,357,,,,,6,12
05/12/2024,13:05:00 -0300,0,258,4.289,345,,,,,7,14
05/12/2024,13:10:00 -0300,0,399,4.305,357,,,,,8,17
05/12/2024,13:15:00 -0300,0,221,4.29,341,,,,,7,16
05/12/2024,13:20:00 -0300,0,291,4.295,338,,,,,7,16
05/12/2024,13:25:00 -0300,0,292,4.305,334,,,,,8,17
05/12/2024,13:30:00 -0300,0,364,4.313,334,,,,,8,16
05/12/2024,13:35:00 -0300,0,328,4.329,330,,,,,7,16
05/12/2024,13:40:00 -0300,0,388,4.316,336,,,,,8,17
05/12/2024,13:45:00 -0300,0,348,4.31,334,,,,,8,13
05/12/2024,13:50:00 -0300,0,248,4.293,334,,,,,7,22
05/12/2024,13:55:00 -0300,0,178,4.295,329,,,,,8,16
05/12/2024,14:00:00 -0300,0,167,4.281,331,,,,,10,18
05/12/2024,14:05:00 -0300,0,147,4.298,327,,,,,8,18
05/12/2024,14:10:00 -0300,0,138,4.305,329,,,,,8,16
05/12/2024,14:15:00 -0300,0,192,4.289,326,,,,,8,17
05/12/2024,14:20:00 -0300,0,176,4.295,317,,,,,8,16
05/12/2024,14:25:00 -0300,0,199,4.31,319,,,,,8,16
05/12/2024,14:30:00 -0300,0,222,4.304,324,,,,,10,22
05/12/2024,14:35:00 -0300,0,236,4.329,327,,,,,10,18
05/12/2024,14:40:00 -0300,0,244,4.305,329,,,,,10,19
05/12/2024,14:45:00 -0300,0,239,4.301,321,,,,,8,17
05/12/2024,14:50:00 -0300,0,259,4.307,321,,,,,8,19
05/12/2024,14:55:00 -0300,0,306,4.289,323,,,,,12,22
05/12/2024,15:00:00 -0300,0,287,4.278,329,,,,,10,18
05/12/2024,15:05:00 -0300,0,309,4.29,336,,,,,10,22
05/12/2024,15:10:00 -0300,0,237,4.295,334,,,,,8,22
05/12/2024,15:15:00 -0300,0,216,4.28,331,,,,,8,17
05/12/2024,15:20:00 -0300,0,187,4.298,330,,,,,11,19
05/12/2024,15:25:00 -0300,0,168,4.307,338,,,,,10,19
05/12/2024,15:30:00 -0300,0,168,4.292,340,,,,,8,19
05/12/2024,15:35:00 -0300,0,178,4.311,340,,,,,10,25
05/12/2024,15:40:00 -0300,0,197,4.304,348,,,,,8,23
05/12/2024,15:45:00 -0300,0,174,4.31,331,,,,,8,20
05/12/2024,15:50:00 -0300,0,172,4.308,347,,,,,7,18
05/12/2024,15:55:00 -0300,0,254,4.295,350,,,,,10,23
05/12/2024,16:00:00 -0300,0,252,4.28,351,,,,,8,17
05/12/2024,16:05:00 -0300,0,332,4.292,347,,,,,7,14
05/12/2024,16:10:00 -0300,0,354,4.305,340,,,,,7,19
05/12/2024,16:15:00 -0300,0,352,4.289,337,,,,,8,20
05/12/2024,16:20:00 -0300,0,408,4.293,330,,,,,10,17
05/12/2024,16:25:00 -0300,0,294,4.304,350,,,,,8,19
05/12/2024,16:30:00 -0300,0,308,4.313,343,,,,,8,19
05/12/2024,16:35:00 -0300,0,222,4.328,350,,,,,8,17
05/12/2024,16:40:00 -0300,0,143,4.314,351,,,,,7,19
05/12/2024,16:45:00 -0300,0,149,4.305,352,,,,,7,14
05/12/2024,16:50:00 -0300,0,166,4.289,343,,,,,8,19
05/12/2024,16:55:00 -0300,0,166,4.293,341,,,,,8,14
05/12/2024,17:00:00 -0300,0,144,4.278,348,,,,,6,12
05/12/2024,17:05:00 -0300,0,147,4.295,336,,,,,7,17
05/12/2024,17:10:00 -0300,0,126,4.302,333,,,,,7,17
05/12/2024,17:15:00 -0300,0,137,4.287,331,,,,,6,16
05/12/2024,17:20:00 -0300,0,143,4.29,331,,,,,7,13
05/12/2024,17:25:00 -0300,0,213,4.311,330,,,,,6,16
05/12/2024,17:30:00 -0300,0,222,4.305,330,,,,,7,14
05/12/2024,17:35:00 -0300,0,209,4.32,338,,,,,7,14
05/12/2024,17:40:00 -0300,0,187,4.289,338,,,,,7,16
05/12/2024,17:45:00 -0300,0,168,4.283,326,,,,,7,16
05/12/2024,17:50:00 -0300,0,166,4.287,334,,,,,8,18
05/12/2024,17:55:00 -0300,0,91,4.286,323,,,,,10,17
05/12/2024,18:00:00 -0300,0,107,4.29,329,,,,,10,14
05/12/2024,18:05:00 -0300,0,96,4.295,319,,,,,7,16
05/12/2024,18:10:00 -0300,0,93,4.302,330,,,,,8,17
05/12/2024,18:15:00 -0300,0,103,4.29,326,,,,,7,14
05/12/2024,18:20:00 -0300,0,122,4.307,314,,,,,6,12
05/12/2024,18:25:00 -0300,0,141,4.307,324,,,,,8,16
05/12/2024,18:30:00 -0300,0,73,4.302,330,,,,,10,17
05/12/2024,18:35:00 -0300,0,72,4.304,330,,,,,7,16
05/12/2024,18:40:00 -0300,0,77,4.301,326,,,,,8,16
05/12/2024,18:45:00 -0300,0,68,4.301,321,,,,,6,13
05/12/2024,18:50:00 -0300,0,71,4.307,323,,,,,7,14
05/12/2024,18:55:00 -0300,0,46,4.295,326,,,,,7,13
05/12/2024,19:00:00 -0300,0,41,4.29,324,,,,,8,14
05/12/2024,19:05:00 -0300,0,62,4.299,330,,,,,6,14
05/12/2024,19:10:00 -0300,0,56,4.29,327,,,,,8,14
05/12/2024,19:15:00 -0300,0,53,4.287,337,,,,,7,13
05/12/2024,19:20:00 -0300,0,47,4.293,327,,,,,7,14
05/12/2024,19:25:00 -0300,0,46,4.293,326,,,,,6,14
05/12/2024,19:30:00 -0300,0,36,4.289,327,,,,,6,11
05/12/2024,19:35:00 -0300,0,32,4.275,330,,,,,6,12
05/12/2024,19:40:00 -0300,0,26,4.277,329,,,,,7,13
05/12/2024,19:45:00 -0300,0,26,4.265,330,,,,,6,12
05/12/2024,19:50:00 -0300,0,19,4.253,324,,,,,5,11
05/12/2024,19:55:00 -0300,0,23,4.251,327,,,,,6,11
05/12/2024,20:00:00 -0300,0,22,4.247,326,,,,,6,11
05/12/2024,20:05:00 -0300,0,18,4.241,324,,,,,5,10
05/12/2024,20:10:00 -0300,0,14,4.238,329,,,,,7,12
05/12/2024,20:15:00 -0300,0,11,4.233,326,,,,,6,12
05/12/2024,20:20:00 -0300,0,8,4.223,330,,,,,6,11
05/12/2024,20:25:00 -0300,0,6,4.218,313,,,,,5,13
05/12/2024,20:30:00 -0300,0,3,4.214,326,,,,,6,12
05/12/2024,20:35:00 -0300,0,3,4.211,333,,,,,6,12
05/12/2024,20:40:00 -0300,0,2,4.209,321,,,,,6,13
05/12/2024,20:45:00 -0300,0,2,4.203,316,,,,,6,12
05/12/2024,20:50:00 -0300,0,1,4.202,323,,,,,6,12
05/12/2024,20:55:00 -0300,0,1,4.202,321,,,,,5,11
05/12/2024,21:00:00 -0300,0,1,4.199,321,,,,,5,10
05/12/2024,21:05:00 -0300,0,1,4.197,316,,,,,6,12
05/12/2024,21:10:00 -0300,0,1,4.197,336,,,,,4,6
05/12/2024,21:15:00 -0300,0,1,4.193,326,,,,,6,12
05/12/2024,21:20:00 -0300,0,1,4.193,321,,,,,4,10
05/12/2024,21:25:00 -0300,0,1,4.194,329,,,,,4,7
05/12/2024,21:30:00 -0300,0,1,4.19,331,,,,,5,13
05/12/2024,21:35:00 -0300,0,1,4.19,351,,,,,5,11
05/12/2024,21:40:00 -0300,0,1,4.19,351,,,,,5,11
05/12/2024,21:45:00 -0300,0,1,4.185,347,,,,,5,10
05/12/2024,21:50:00 -0300,0,1,4.187,333,,,,,5,11
05/12/2024,21:55:00 -0300,0,1,4.185,358,,,,,5,12
05/12/2024,22:00:00 -0300,0,1,4.184,4,,,,,4,10
05/12/2024,22:05:00 -0300,0,1,4.184,358,,,,,4,11
05/12/2024,22:10:00 -0300,0,1,4.182,7,,,,,5,12
05/12/2024,22:15:00 -0300,0,1,4.179,13,,,,,6,13
05/12/2024,22:20:00 -0300,0,1,4.181,6,,,,,4,8
05/12/2024,22:25:00 -0300,0,1,4.179,6,,,,,5,11
05/12/2024,22:30:00 -0300,0,1,4.176,28,,,,,5,14
