Date,Time,"Solar Radiation (S-LIB 21038195:21025504-1),W/m²,Tracadie Wharf","Rain (S-RGB 21038195:21038368-1),mm,Tracadie Wharf","Wind Direction (S-WCF 21038195:21038454-3),°,Tracadie Wharf","Temperature (S-TMB 21038195:21098956-1),°C,Tracadie Wharf","Battery (RX3000 BATTERY 21038195:21038195-B),V,Tracadie Wharf","Barometric Pressure (M-BP 21038195:21548412-1),kPa,Tracadie Wharf","Water Pressure (M-WP04 21038195:21558158-1),kPa,Tracadie Wharf","Diff Pressure (M-DP04 21038195:21558158-2),kPa,Tracadie Wharf","Water Temperature (M-WT 21038195:21558158-3),°C,Tracadie Wharf","Water Level (M-WL04 21038195:21558158-4),meters,Tracadie Wharf","Accumulated Rain (C-ACC-RAIN 21038195:21038368-2),mm,Tracadie Wharf,Tracadie Harbour","Average wind speed (S-WCF 21038195:21038454-1),Km/h,Tracadie Wharf","Wind gust  speed (S-WCF 21038195:21038454-2),Km/h,Tracadie Wharf"
12/01/2024,03:48:00 -0400,1,0,190,-1.3,4.211,101.121,105.231,4.11,3.38,-0.50588,,7,10
12/01/2024,03:50:00 -0400,1,0,192,-1.33,,,,,,,,8,12
12/01/2024,03:52:00 -0400,1,0,190,-1.3,,,,,,,,7,10
12/01/2024,03:53:00 -0400,,,,,4.208,101.103,105.187,4.084,3.38,-0.50849,,,
12/01/2024,03:54:00 -0400,1,0,190,-1.3,,,,,,,,7,12
12/01/2024,03:56:00 -0400,1,0,190,-1.3,,,,,,,,7,11
12/01/2024,03:58:00 -0400,1,0,191,-1.3,4.205,101.1,105.174,4.074,3.38,-0.5095,,8,13
12/01/2024,04:00:00 -0400,1,0,191,-1.33,,,,,,,,7,10
12/01/2024,04:02:00 -0400,1,0,191,-1.33,,,,,,,,7,10
12/01/2024,04:03:00 -0400,,,,,4.208,101.095,105.161,4.066,3.38,-0.51032,,,
12/01/2024,04:04:00 -0400,1,0,190,-1.41,,,,,,,,8,12
12/01/2024,04:06:00 -0400,1,0,191,-1.41,,,,,,,,8,12
12/01/2024,04:08:00 -0400,1,0,190,-1.5,4.199,101.096,105.161,4.065,3.38,-0.51042,,8,12
12/01/2024,04:10:00 -0400,1,0,191,-1.47,,,,,,,,7,11
12/01/2024,04:12:00 -0400,1,0,192,-1.47,,,,,,,,8,11
12/01/2024,04:13:00 -0400,,,,,4.2,101.095,105.103,4.008,3.38,-0.51603,,,
12/01/2024,04:14:00 -0400,1,0,194,-1.5,,,,,,,,7,11
12/01/2024,04:16:00 -0400,1,0,191,-1.56,,,,,,,,8,11
12/01/2024,04:18:00 -0400,1,0,195,-1.53,4.206,101.099,105.134,4.035,3.38,-0.51336,,8,13
12/01/2024,04:20:00 -0400,1,0,195,-1.47,,,,,,,,7,10
12/01/2024,04:22:00 -0400,1,0,198,-1.44,,,,,,,,8,11
12/01/2024,04:23:00 -0400,,,,,4.197,101.1,105.13,4.03,3.38,-0.5139,,,
12/01/2024,04:24:00 -0400,1,0,195,-1.53,,,,,,,,7,12
12/01/2024,04:26:00 -0400,1,0,195,-1.53,,,,,,,,8,11
12/01/2024,04:28:00 -0400,1,0,192,-1.58,4.199,101.106,105.112,4.006,3.38,-0.51625,,8,12
12/01/2024,04:30:00 -0400,1,0,190,-1.61,,,,,,,,7,10
12/01/2024,04:32:00 -0400,1,0,188,-1.67,,,,,,,,7,11
12/01/2024,04:33:00 -0400,,,,,4.205,101.112,105.147,4.035,3.38,-0.51333,,,
12/01/2024,04:34:00 -0400,1,0,190,-1.64,,,,,,,,8,12
12/01/2024,04:36:00 -0400,1,0,187,-1.7,,,,,,,,8,11
12/01/2024,04:38:00 -0400,1,0,184,-1.7,4.197,101.122,105.159,4.037,3.27,-0.51313,,8,12
12/01/2024,04:40:00 -0400,1,0,187,-1.7,,,,,,,,8,10
12/01/2024,04:42:00 -0400,1,0,187,-1.67,,,,,,,,8,12
12/01/2024,04:43:00 -0400,,,,,4.199,101.139,105.186,4.047,3.27,-0.51218,,,
12/01/2024,04:44:00 -0400,1,0,187,-1.67,,,,,,,,10,13
12/01/2024,04:46:00 -0400,1,0,185,-1.64,,,,,,,,11,13
12/01/2024,04:48:00 -0400,1,0,185,-1.58,4.203,101.149,105.235,4.086,3.27,-0.50835,,10,11
12/01/2024,04:50:00 -0400,1,0,185,-1.64,,,,,,,,8,11
12/01/2024,04:52:00 -0400,1,0,174,-1.67,,,,,,,,7,10
12/01/2024,04:53:00 -0400,,,,,4.193,101.156,105.243,4.087,3.27,-0.50817,,,
12/01/2024,04:54:00 -0400,1,0,171,-1.81,,,,,,,,7,10
12/01/2024,04:56:00 -0400,1,0,173,-1.87,,,,,,,,8,11
12/01/2024,04:58:00 -0400,1,0,173,-1.81,4.196,101.155,105.252,4.097,3.27,-0.50719,,8,11
12/01/2024,05:00:00 -0400,1,0,171,-1.84,,,,,,,,10,12
12/01/2024,05:02:00 -0400,1,0,170,-1.9,,,,,,,,8,12
12/01/2024,05:03:00 -0400,,,,,4.2,101.155,105.282,4.127,3.16,-0.50423,,,
12/01/2024,05:04:00 -0400,1,0,168,-1.87,,,,,,,,8,11
12/01/2024,05:06:00 -0400,1,0,166,-1.9,,,,,,,,7,10
12/01/2024,05:08:00 -0400,1,0,163,-1.9,4.191,101.158,105.343,4.185,3.06,-0.4985,,6,8
12/01/2024,05:10:00 -0400,1,0,160,-1.84,,,,,,,,7,8
12/01/2024,05:12:00 -0400,1,0,161,-1.76,,,,,,,,6,11
12/01/2024,05:13:00 -0400,,,,,4.194,101.154,105.382,4.228,3.06,-0.49415,,,
12/01/2024,05:14:00 -0400,1,0,161,-1.73,,,,,,,,7,11
12/01/2024,05:16:00 -0400,1,0,163,-1.76,,,,,,,,8,10
12/01/2024,05:18:00 -0400,1,0,166,-1.76,4.199,101.16,105.391,4.231,3.06,-0.49387,,7,10
12/01/2024,05:20:00 -0400,1,0,166,-1.81,,,,,,,,7,11
12/01/2024,05:22:00 -0400,1,0,170,-1.87,,,,,,,,7,10
12/01/2024,05:23:00 -0400,,,,,4.191,101.16,105.435,4.275,3.06,-0.48948,,,
12/01/2024,05:24:00 -0400,1,0,170,-1.96,,,,,,,,7,11
12/01/2024,05:26:00 -0400,1,0,173,-1.99,,,,,,,,8,11
12/01/2024,05:28:00 -0400,1,0,170,-2.02,4.191,101.161,105.485,4.324,3.16,-0.48463,,7,10
12/01/2024,05:30:00 -0400,1,0,168,-2.07,,,,,,,,8,11
12/01/2024,05:32:00 -0400,1,0,171,-2.1,,,,,,,,8,11
12/01/2024,05:33:00 -0400,,,,,4.197,101.165,105.52,4.355,3.16,-0.48152,,,
12/01/2024,05:34:00 -0400,1,0,171,-2.1,,,,,,,,8,11
12/01/2024,05:36:00 -0400,1,0,171,-2.16,,,,,,,,10,12
12/01/2024,05:38:00 -0400,1,0,173,-2.16,4.188,101.169,105.54,4.371,3.38,-0.47992,,8,11
12/01/2024,05:40:00 -0400,1,0,174,-2.19,,,,,,,,8,11
12/01/2024,05:42:00 -0400,1,0,174,-2.22,,,,,,,,7,11
12/01/2024,05:43:00 -0400,,,,,4.191,101.178,105.602,4.424,3.38,-0.47467,,,
12/01/2024,05:44:00 -0400,1,0,178,-2.16,,,,,,,,7,11
12/01/2024,05:46:00 -0400,1,0,180,-2.16,,,,,,,,8,11
12/01/2024,05:48:00 -0400,1,0,180,-2.13,4.194,101.179,105.653,4.474,3.16,-0.46973,,7,10
12/01/2024,05:50:00 -0400,1,0,177,-2.16,,,,,,,,8,13
12/01/2024,05:52:00 -0400,1,0,174,-2.13,,,,,,,,8,12
12/01/2024,05:53:00 -0400,,,,,4.187,101.184,105.687,4.503,3.06,-0.46683,,,
12/01/2024,05:54:00 -0400,1,0,173,-2.16,,,,,,,,8,11
12/01/2024,05:56:00 -0400,1,0,170,-2.22,,,,,,,,10,13
12/01/2024,05:58:00 -0400,1,0,170,-2.25,4.188,101.187,105.761,4.574,2.95,-0.45978,,11,13
12/01/2024,06:00:00 -0400,1,0,171,-2.22,,,,,,,,10,13
12/01/2024,06:02:00 -0400,1,0,168,-2.28,,,,,,,,11,13
12/01/2024,06:03:00 -0400,,,,,4.193,101.201,105.849,4.648,2.95,-0.45239,,,
